frame,sx,sy,ex,ey,lx0,ly0,lx1,ly1,lx2,ly2,lx3,ly3,lx4,ly4
0,235,49,353,202,288.27,96.4236,347.755,95.9476,334.524,130.629,288.997,168.87,339.963,166.521
1,230,52,352,207,284.561,99.0719,347.426,97.5129,332.301,132.797,286.803,175.397,339.365,172.172
2,230,38,365,212,292.037,94.0176,354.148,93.8603,340.01,130.472,293.682,171.453,347.928,169.607
3,237,47,357,203,293.271,98.0527,352.367,98.4751,339.928,132.03,292.618,169.642,343.522,168.007
4,236,47,360,209,290.583,101.178,349.487,99.5915,335.962,136.2,292.091,173.024,342.83,170.131
5,234,45,361,209,289.603,96.5453,352.004,93.9194,338.348,130.624,293.268,173.522,345.322,169.571
6,234,51,361,211,289.207,101.022,352.061,99.1564,337.06,135.795,291.784,173.851,345.862,170.711
7,230,44,355,211,290.286,95.9834,352.406,95.0102,339.815,130.531,291.02,173.173,346.457,170.542
8,232,41,369,211,293.738,96.1189,357.049,94.9211,342.839,133.115,296.074,170.717,353.73,168.09
9,234,52,361,210,289.363,100.471,352.816,98.6968,337.135,134.172,292.708,172.978,347.73,169.906
10,234,43,363,206,298.528,95.4378,358.911,94.8128,348.811,130.872,300.579,170.212,350.935,167.807
11,235,47,360,205,297.045,98.4863,354.406,96.5491,345.604,131.236,299.959,170.023,346.82,166.505
12,237,51,354,199,296.07,96.6338,356.412,95.2798,346.776,129.936,298.754,170.595,350.014,167.417
13,238,48,360,201,296.423,96.3613,354.456,95.4792,343.729,130.003,299.026,168.134,347.241,165.517
14,235,43,366,207,300.594,95.1628,360.534,94.4976,351.243,129.999,301.925,170.123,353.51,167.718
15,237,45,368,208,298.846,98.0497,355.176,96.9431,346.742,135.171,301.721,170.212,350.182,167.696
16,229,38,365,210,294.767,93.5703,357.067,96.8695,344.902,129.279,293.902,171.349,346.519,172.395
17,237,43,363,206,296.253,96.9631,357.748,96.4069,345.089,130.43,297.182,169.942,349.451,167.55
18,233,41,360,208,298.005,93.0201,358.002,93.9363,348.623,128.854,298.13,171.374,349.426,170.198
19,225,36,358,205,287.911,88.2569,357.828,92.7346,341.888,129.969,286.428,170.552,347.156,172.306
20,235,35,368,204,303.334,88.8755,364.557,90.3178,355.931,124.303,303.168,165.272,357.239,164.589
21,236,39,367,207,294.023,96.4954,357.694,95.895,347.083,132.452,294.081,170.068,348.915,168.076
22,238,36,371,204,304.424,92.3494,366.218,94.4381,352.441,130.15,303.224,165.872,355.706,166.191
23,230,33,367,206,297.242,88.3351,363.489,88.0619,350.057,126.152,298.529,170.711,354.776,168.89
24,235,31,373,207,304.585,88.6459,366.117,91.0496,355.986,126.039,303.683,167.005,355.277,167.334
25,236,32,372,204,305.236,88.2911,367.298,90.7975,356.808,124.007,304.978,164.26,356.274,164.507
26,237,34,372,207,301.894,92.2514,361.468,89.6467,354.223,128.654,306.031,166.856,357.047,162.893
27,238,33,373,205,303.533,90.5947,364.62,89.0209,354.619,126.783,306.647,165.542,357.526,162.661
28,237,36,370,203,306.087,88.678,367.814,92.2587,356.953,122.729,305.149,163.114,356.01,164.232
29,235,33,374,207,303.161,88.6638,365.272,92.4032,353.232,124.351,303.47,165.775,354.023,167.31
30,234,32,373,207,303.582,90.1535,364.111,94.7847,353.452,126.113,302.515,165.521,353.855,167.656
31,241,35,370,202,298.936,90.6109,360.729,91.7355,347.076,127.064,300.078,168.066,350.364,167.13
32,236,40,362,195,298.474,83.7292,365.727,83.5173,353.369,121.313,298.503,163.451,356.893,161.93
33,232,27,378,205,303.622,86.8502,366.413,87.7702,355.249,121.187,305.256,161.935,358.093,161.046
34,237,30,371,202,296.724,82.7965,361.286,86.8377,347.441,117.312,297.32,160.435,351.744,161.823
35,233,29,370,197,306.42,81.8995,368.571,84.5478,359.012,115.96,302.37,156.538,358.811,157.091
36,232,33,370,201,298.284,84.3157,360.438,85.6647,349.748,120.129,300.03,160.348,352.651,159.747
37,234,29,373,200,304.434,84.6195,364.316,88.9577,353.575,116.979,304.727,158.997,352.454,160.895
38,228,22,378,206,297.544,81.7797,365.554,86.7324,349.465,126.905,295.129,164.827,352.366,167.382
39,231,27,372,202,304.08,83.3168,361.231,87.1733,354.765,117.121,301.989,158.314,350.457,159.422
40,232,22,370,201,295.816,82.4622,356.041,85.4661,348.426,115.106,298.07,158.351,347.012,159.003
41,229,27,370,200,300.105,81.6648,360.872,84.7599,352.042,117.484,300.763,159.4,349.301,160.085
42,241,29,376,204,297.14,85.3076,355.695,86.7698,346.816,119.991,302.017,159.795,350.611,159.28
