frame,sx,sy,ex,ey,lx0,ly0,lx1,ly1,lx2,ly2,lx3,ly3,lx4,ly4
0,152,61,371,333,206.651,156.382,312.479,154.589,268.132,215.513,209.492,259.596,306.17,258.273
1,153,62,368,326,212.376,155.76,315.867,158.257,272.398,209.049,213.735,259.436,306.595,261.575
2,153,60,367,325,211.423,155.277,314.689,155.724,273.761,209.672,214.161,259.594,307.326,259.927
3,155,64,369,327,209.348,155.732,312.511,156.286,269.563,212.55,213.558,258.629,307.747,258.674
4,156,65,365,325,210.143,158.748,312.4,158.131,271.438,211.203,216.365,261.157,306.996,260.305
5,152,69,367,331,209.593,161.168,313.067,157.633,273.205,214.427,215.099,261.47,312.398,258.39
6,154,69,364,328,210.057,160.971,312.52,158.845,273.19,214.282,215.202,260.299,310.776,258.334
7,165,68,373,324,212.339,161.921,307.804,157.21,269.883,211.612,217.504,258.75,310.24,254.042
8,158,65,360,329,212.227,157.983,319.774,157.077,281.916,216.973,214.91,265.176,317.919,262.594
9,155,71,365,328,210.216,160.806,311.861,159.2,272.471,212.413,214.165,259.585,309.343,257.963
10,165,61,375,317,209.415,161.508,307.816,158.975,265.71,217.716,212.211,256.385,303.686,253.714
11,155,69,365,326,208.071,160.469,309.586,160.032,266.409,212.95,212.422,260.849,302.864,260.267
12,153,64,365,328,209.937,158.153,312.571,157.362,270.462,212.567,215.105,262.391,307.059,261.512
13,156,65,366,328,209.576,157.59,312.045,160.968,266.377,219.757,209.388,262.307,302.571,265.093
14,154,63,368,326,211.15,157.99,314.8,157.205,273.11,209.51,217.827,260.823,310.218,259.902
15,162,64,371,325,205.57,160.222,305.239,158.015,262.999,223.21,207.865,259.344,300.892,256.626
16,154,67,367,328,211.216,159.583,315.517,159.648,273.363,210.105,217.575,262.126,310.643,261.991
17,163,61,373,324,206.233,160.204,306.834,159.076,263.391,224.458,207.608,258.937,303.814,257.335
18,164,60,373,319,207.862,160.485,305.201,156.507,264.384,217.871,211.212,256.21,303.687,252.237
19,155,67,357,331,213.165,160.859,310.604,160.636,272.976,215.04,219.845,265.694,306.299,265.168
20,158,78,368,328,216.717,161.515,317.626,165.067,277.578,207.757,218.531,261.836,307.604,264.347
21,157,71,369,330,214.584,160.213,316.508,163.006,274.513,209.408,217.099,261.552,308.517,263.43
22,159,67,363,329,214.393,160.355,307.736,161.317,270.615,214.313,218.001,259.959,301.269,259.935
23,158,70,363,333,212.927,162.065,312.284,162.211,269.723,218.933,217.672,264.417,309.059,264.872
24,161,78,359,330,214.722,163.797,312.748,162.324,272.756,216.657,221.807,265.733,309.877,264.844
25,155,69,369,331,211.634,161.128,315.131,163.706,271.481,213.719,214.424,262.838,306.443,264.655
26,157,73,362,328,213.701,160.703,313.429,161.071,274.637,214.498,220.398,260.076,308.854,260.407
