frame,sx,sy,ex,ey,lx0,ly0,lx1,ly1,lx2,ly2,lx3,ly3,lx4,ly4
0,279,79,481,343,351.108,173.619,439.877,186.866,404.18,236.953,348.148,277.047,420.684,287.076
1,280,87,467,338,350.359,167.179,448.859,173.87,405.912,232.981,358.01,280.903,437.868,284.549
2,279,88,464,334,349.101,170.174,440.799,173.647,406.56,230.267,357.586,277.086,433.585,277.937
3,283,86,465,336,351.393,169.143,446.546,174.305,407.726,232.219,358.866,278.243,437.85,280.632
4,281,87,454,336,353.3,169.369,444.806,174.507,413.762,228.119,362.856,280.547,435.516,281.968
5,282,87,463,335,355.525,170.853,448.883,175.318,412.755,233.571,363.605,278.961,439.743,280.483
6,281,81,469,333,356.215,170.449,448.888,176.869,409.464,237.013,358.016,274.753,438.899,278.513
7,278,85,466,333,351.647,172.712,443.371,173.582,409.557,230.966,359.668,275.7,439.335,274.439
8,283,82,467,347,360.183,173.583,447.368,190.461,415.774,231.001,355.251,280.826,421.17,292.816
9,274,84,463,339,347.473,170.689,440.045,176.411,403.397,230.307,354.368,277.844,431.506,280.688
10,277,86,463,339,350.626,170.272,443.988,177.248,404.933,230.353,353.062,276.395,431.487,280.439
11,292,83,477,331,356.541,182.864,441.107,187.455,414.953,232.36,357.999,274.487,425.638,277.339
12,281,91,457,339,350.25,173.847,440.417,174.019,408.168,228.182,360.099,279.301,434.006,276.86
13,277,89,458,343,350.001,175.4,438.191,175.925,407.066,228.735,357.623,279.371,431.349,277.434
14,272,83,468,343,347.429,175.864,439.191,175.803,406.246,234.171,355.211,280.285,435.274,278.314
15,288,89,479,341,351.039,179.172,434.262,185.171,409.816,241.978,351.711,278.177,425.138,282.261
16,281,83,466,337,352.827,175.987,439.071,181.453,413.014,228.878,358.36,275.986,429.364,278.925
17,273,78,467,343,346.022,172.838,438.605,177.602,401.934,236.823,350.297,278.471,431.924,280.895
18,276,84,466,346,347.402,174.178,437.975,180.713,401.98,237.498,351.73,280.932,430.102,284.54
19,277,82,471,346,349.083,176.487,440.146,184.495,406.103,232.929,351.754,279.925,427.902,284.792
20,282,80,475,346,348.654,177.293,439.914,187.885,406.555,233.29,352.974,280.271,426.09,287.26
21,281,81,472,345,348.477,179.059,435.684,188.054,405.447,235.806,353.228,281.738,421.835,287.384
22,283,79,471,341,352.608,179.034,434.969,184.823,413.123,231.197,356.851,277.217,423.165,280.054
23,279,84,460,342,348.144,174.751,437.559,178.242,402.871,234.357,354.074,279.445,429.776,280.534
24,277,83,463,344,347.96,174.771,440.922,178.23,404.637,232.546,354.561,280.536,434.087,281.769
25,271,79,469,348,344.992,176.128,440.761,177.219,404.084,230.023,355.288,281.95,436.43,281.245
26,275,79,467,344,345.719,174.394,440.683,177.39,403.811,234.657,353.426,280.577,436.048,281.505
27,285,82,470,335,351.307,179.45,434.183,187.116,407.315,231.678,357.334,277.769,419.541,282.352
28,287,80,475,336,350.764,176.734,441.136,189.209,404.734,232.858,355.04,277.911,424.789,286.894
29,272,79,469,347,346.265,175.762,441.174,176.86,405.228,230.317,357.027,281.932,437.149,281.16
30,273,79,467,347,347.005,176.006,440.616,175.602,405.925,232.409,358.057,282.902,437.918,280.707
31,280,80,469,339,350.058,176.103,436.598,184.487,405.564,230.647,355.053,276.879,424.314,282.027
32,272,77,470,349,346.414,175.565,441.338,177.77,403.517,234.562,354.137,282.198,435.96,282.664
33,284,85,475,340,351.361,182.395,440.103,192.878,407.8,240.779,351.257,281.089,423.646,288.523
34,283,87,473,343,347.417,182.767,435.866,189.668,404.689,239.97,351.088,281.26,424.428,285.554
35,277,83,466,340,345.886,177.984,439.297,177.367,404.415,233.343,361.282,284.072,436.608,281.717
36,281,80,477,341,349.365,180.294,439.835,190.477,407.374,239.599,352.877,282.191,426.598,289.195
37,272,79,469,348,345.676,173.83,441.672,176.837,403.652,230.467,357.358,282.898,435.555,283.755
38,274,78,469,345,345.83,172.534,441.675,175.148,403.613,230.423,358.579,282.662,435.785,283.248
39,276,80,468,338,347.281,172.366,442.423,175.413,407.011,228.839,360.262,280.08,436.177,280.831
40,276,83,465,339,346.453,172.496,440.624,173.746,406.187,226.731,363.079,283.003,435.375,281.929
41,283,78,472,337,350.215,175.863,437.638,186.117,405.746,228.9,353.987,274.869,421.306,281.934
42,285,76,475,333,351.849,172.892,439.015,182.932,407.559,231.412,355.266,272.724,423.073,279.566
43,281,74,473,339,349.531,174.205,435.365,181.098,410.332,231.309,353.734,274.862,422.052,278.54
44,280,75,474,340,348.957,171.186,438.522,179.75,408.854,229.946,356.0,277.071,423.916,281.995
