frame,sx,sy,ex,ey,lx0,ly0,lx1,ly1,lx2,ly2,lx3,ly3,lx4,ly4
0,254,129,430,382,326.073,233.317,401.231,226.934,385.473,281.759,330.288,325.643,399.935,318.858
1,257,132,429,378,325.385,233.028,401.198,228.777,383.514,282.595,327.904,323.988,396.513,319.166
2,258,134,427,375,326.249,233.745,402.0,227.87,385.433,281.508,330.466,324.385,398.943,318.104
3,258,133,429,376,326.313,233.687,402.367,227.751,385.715,282.143,330.612,324.836,399.816,318.509
4,251,124,434,383,323.06,233.851,401.909,226.855,380.604,282.502,330.761,329.351,400.956,321.944
5,257,127,431,371,328.42,230.682,403.08,225.118,385.047,281.926,332.675,321.701,400.063,315.673
6,252,122,434,385,323.45,232.833,403.511,226.075,380.749,283.115,330.058,329.313,401.221,322.285
7,259,133,432,377,328.589,233.718,405.229,229.165,386.86,283.118,332.205,324.826,401.12,319.716
8,259,139,435,384,330.068,234.153,405.863,235.986,388.662,283.043,324.098,320.444,398.974,320.139
9,262,130,436,378,332.738,233.988,408.793,230.221,390.592,284.394,335.067,323.366,405.719,318.772
10,261,139,439,384,332.237,232.211,408.911,239.502,388.419,284.513,321.826,319.615,394.263,323.884
11,264,136,441,381,334.817,233.641,409.697,235.48,392.121,282.981,329.935,319.202,402.957,318.954
12,266,131,439,375,335.433,231.896,411.558,228.081,392.916,279.751,337.385,321.965,405.378,317.333
13,261,138,437,381,332.046,231.959,408.876,236.736,389.764,282.198,323.76,319.898,395.659,322.177
14,269,135,437,375,337.773,232.973,411.547,228.738,395.011,283.206,342.765,323.362,409.457,317.991
15,263,133,442,379,334.923,233.817,409.441,228.528,396.214,283.07,335.589,319.654,410.888,313.552
16,269,140,437,373,336.926,231.875,409.041,227.572,396.151,280.441,337.127,317.046,408.274,311.655
17,271,140,439,374,338.241,230.106,409.647,229.019,396.383,281.82,336.043,315.504,405.972,312.807
18,270,138,438,372,338.219,232.286,409.609,228.225,397.678,280.075,337.951,316.641,408.031,311.417
19,272,135,443,372,339.526,233.221,413.158,230.094,399.211,283.56,339.057,317.283,410.935,312.844
20,264,134,441,376,337.31,233.703,407.988,231.968,396.438,285.3,336.637,318.349,405.71,314.954
21,269,134,440,373,338.572,233.358,411.732,228.487,398.714,279.739,342.992,319.186,411.98,313.182
22,267,131,442,377,339.154,233.269,411.449,227.743,399.653,277.701,342.925,320.695,410.362,314.271
23,263,124,442,379,339.26,231.133,413.504,225.801,397.94,280.834,346.041,323.911,412.84,317.588
24,263,126,439,376,341.363,225.348,415.913,220.727,398.917,275.876,352.241,322.426,416.423,316.511
25,263,148,442,378,345.232,233.841,418.339,231.243,406.013,278.818,347.653,317.663,412.647,313.969
26,272,140,439,383,341.387,229.712,414.873,226.982,399.987,280.27,341.626,320.405,413.505,316.301
27,268,132,443,377,345.633,229.856,423.442,230.465,404.861,281.537,346.41,319.779,415.52,318.641
28,271,141,434,373,344.616,228.53,419.322,228.567,403.991,276.919,347.913,320.693,412.534,318.487
29,272,142,443,380,340.911,234.306,415.506,234.376,399.692,283.363,337.052,319.451,406.591,318.368
30,272,137,436,370,347.127,228.549,420.66,225.733,407.892,275.216,350.261,318.063,416.268,313.664
31,272,139,434,372,344.964,228.329,417.372,223.628,406.836,276.749,350.54,319.874,415.872,313.907
32,274,141,439,374,344.052,231.558,417.785,229.478,404.381,280.743,344.279,317.614,412.912,314.137
33,274,142,439,373,345.322,231.651,418.73,228.995,405.135,279.945,346.63,317.777,414.64,313.788
34,269,131,441,379,345.257,227.35,420.731,225.711,405.209,282.514,351.231,326.396,417.375,322.994
35,268,131,442,382,345.599,230.414,421.102,230.368,404.889,284.758,350.601,329.072,415.801,326.816
36,270,135,440,378,351.069,230.586,425.64,231.684,410.509,282.514,353.49,327.701,416.724,326.402
37,268,132,439,377,348.229,228.991,421.811,228.927,408.419,281.173,352.266,325.984,416.438,323.636
38,270,135,438,375,349.459,229.902,422.918,230.231,408.9,281.796,353.422,326.834,415.684,324.83
39,274,137,439,372,348.74,226.178,420.104,222.704,411.346,275.408,352.586,314.986,418.757,309.988
40,267,129,438,375,344.015,227.994,419.445,224.51,406.045,279.257,350.857,325.087,416.015,320.016
41,269,131,438,374,345.583,228.404,419.964,225.315,405.536,279.722,351.582,324.215,415.532,319.678
42,275,137,440,375,344.379,233.807,417.709,228.868,405.664,284.83,347.664,323.493,417.114,317.458
43,265,136,431,375,338.897,233.889,415.552,229.307,399.954,281.414,343.109,325.966,413.493,320.168
44,270,138,429,373,340.844,236.793,415.063,230.22,403.855,282.912,348.087,327.509,414.558,319.799
45,273,135,441,376,343.272,233.826,417.551,228.558,404.591,286.322,347.24,324.807,416.739,318.571
46,274,139,435,369,342.079,228.643,414.268,225.751,401.369,277.778,345.463,317.265,410.93,312.972
47,273,138,439,372,341.626,231.499,412.781,228.851,403.672,280.768,340.394,315.464,409.461,311.363
48,263,122,444,379,338.527,230.279,418.326,222.706,398.051,274.715,347.758,325.634,419.405,317.491
49,270,136,444,375,342.624,231.585,413.655,232.219,400.283,277.407,338.931,316.305,409.555,315.051
50,270,134,444,377,343.905,230.995,413.624,230.185,403.459,277.08,340.462,316.903,411.298,314.387
51,274,139,433,371,340.17,235.334,414.441,229.675,400.367,282.04,342.16,322.582,412.961,316.317
52,274,137,440,373,341.166,232.838,414.026,225.442,401.559,285.313,343.816,319.921,416.05,312.123
53,268,147,432,366,344.947,230.499,416.592,225.689,403.912,276.129,350.13,313.326,414.299,307.633
54,268,131,442,374,338.083,230.476,413.358,226.678,394.457,281.244,341.716,318.9,409.573,314.284
55,266,145,434,372,341.847,231.761,417.701,226.964,403.388,276.817,347.073,316.708,416.035,310.794
56,269,135,436,376,342.819,228.73,414.793,225.726,401.626,277.164,344.575,318.286,412.537,314.031
57,260,127,444,386,344.663,228.746,418.778,225.99,404.51,278.487,345.226,319.497,417.368,315.351
58,261,126,444,377,337.13,228.475,414.064,222.987,398.128,274.975,339.523,315.433,414.323,308.955
59,262,124,446,375,335.343,225.387,412.41,222.116,395.073,276.17,335.732,314.132,410.903,309.675
60,260,124,445,379,333.958,226.343,409.95,221.567,395.828,276.614,335.992,316.863,409.954,310.958
61,266,142,433,371,343.17,226.055,419.033,223.691,403.432,271.934,351.279,314.349,416.344,310.254
62,262,135,435,374,342.375,225.372,414.94,223.195,403.388,271.933,345.88,314.284,411.36,310.406
63,266,130,438,376,341.561,226.465,413.329,224.753,402.407,272.872,343.799,316.669,410.179,313.128
64,257,120,442,376,335.531,223.311,411.132,219.016,398.693,269.092,343.444,315.647,410.295,309.755
65,262,138,433,374,343.265,226.385,416.757,221.824,404.762,269.543,354.022,316.437,418.004,310.098
66,263,124,435,376,340.024,226.767,411.856,219.47,401.156,269.942,348.74,319.117,412.387,310.682
67,257,125,440,381,332.514,224.03,407.083,218.385,395.076,274.66,337.073,317.069,406.015,310.359
