frame,sx,sy,ex,ey,lx0,ly0,lx1,ly1,lx2,ly2,lx3,ly3,lx4,ly4
0,314,67,491,299,383.787,167.64,464.093,160.522,443.934,217.58,389.807,250.705,464.442,243.019
1,312,66,491,300,385.482,169.109,461.803,160.173,446.429,217.264,391.029,248.609,465.254,239.311
2,315,66,489,301,384.883,164.612,462.157,154.499,446.716,211.25,395.001,247.948,470.91,237.526
3,321,72,495,301,384.874,171.817,456.969,162.24,448.078,211.006,397.925,250.139,464.423,239.333
4,317,69,493,296,383.626,170.032,460.398,162.745,448.214,214.683,392.41,250.626,463.219,241.774
5,326,76,506,304,384.727,172.234,461.076,168.827,449.124,218.266,384.417,249.95,463.509,244.92
6,317,69,492,292,381.644,171.121,458.358,162.168,444.988,212.955,391.091,249.402,463.993,239.623
7,317,70,491,297,381.771,170.35,459.445,161.363,445.629,214.218,393.167,253.745,462.771,244.093
8,317,68,496,306,386.363,171.178,466.437,162.499,450.481,215.138,398.72,260.617,468.733,251.394
9,314,71,490,294,379.403,170.86,457.325,161.751,441.619,209.94,390.106,248.816,465.609,238.935
10,315,67,492,304,386.967,171.963,463.089,162.786,450.585,215.426,396.812,254.707,467.563,244.983
11,316,70,490,295,383.057,169.567,460.3,162.337,446.52,213.296,392.563,252.612,462.298,244.424
12,311,73,499,305,388.069,162.129,465.084,161.86,448.821,217.065,384.089,243.973,461.608,242.144
13,320,70,494,296,385.365,173.303,460.283,163.182,446.139,215.018,394.463,250.52,465.075,239.85
14,315,73,495,303,384.858,169.738,461.411,163.493,449.391,213.511,391.012,249.352,465.938,241.432
15,318,69,493,295,383.145,168.267,460.331,159.85,447.777,213.579,393.597,249.315,464.129,239.687
16,317,70,496,297,382.433,168.327,460.844,162.014,445.313,216.186,389.017,248.367,461.915,240.605
17,317,70,495,299,383.706,171.451,460.612,161.546,448.508,215.484,394.652,251.383,465.592,240.478
18,319,70,496,298,383.952,171.107,461.466,161.872,447.869,214.717,392.863,249.932,465.221,239.678
19,314,66,494,303,379.327,171.764,460.62,158.794,442.545,215.696,392.046,255.508,466.702,243.034
20,321,71,494,298,385.647,173.766,459.656,165.525,444.821,214.017,394.64,251.285,462.683,242.227
21,319,69,495,297,384.98,170.132,461.03,163.363,444.644,215.759,391.228,250.064,461.733,242.26
22,318,68,497,299,384.35,169.999,461.613,162.349,447.444,216.155,391.986,250.041,463.608,241.207
23,320,71,496,299,384.209,171.259,459.902,162.69,445.55,211.732,393.054,248.824,463.52,239.398
24,322,72,494,297,388.022,173.409,462.545,163.7,450.262,212.994,397.987,251.295,467.857,240.682
25,322,69,497,298,385.458,171.495,460.834,162.425,446.296,211.831,394.179,248.988,463.618,239.218
26,321,68,496,298,385.162,170.655,462.448,161.962,446.305,212.851,394.018,249.255,465.766,239.551
27,312,70,496,301,388.86,165.943,468.872,158.051,452.172,214.047,394.338,247.065,473.284,238.694
28,311,69,496,302,390.12,167.089,469.408,158.067,455.083,214.3,395.78,247.739,474.969,238.245
29,321,67,494,291,383.755,170.18,461.669,157.892,448.042,212.27,396.757,250.618,468.083,237.781
30,323,70,505,298,384.413,167.063,464.008,163.367,452.051,214.288,387.757,247.94,467.536,242.43
31,311,66,495,306,389.299,165.222,468.296,158.929,451.709,215.302,392.907,249.253,467.312,242.398
32,324,72,506,304,383.754,170.459,461.321,168.9,446.897,216.331,384.678,250.927,461.415,247.556
33,313,62,494,303,390.711,167.188,466.249,158.377,454.327,214.5,396.135,248.302,470.172,239.096
34,313,65,493,301,391.855,167.912,467.234,158.217,454.958,213.007,398.171,247.15,472.178,237.204
35,314,65,491,297,390.4,169.292,465.072,160.068,452.506,217.604,396.861,248.703,466.959,239.397
36,312,67,493,302,382.492,165.433,461.486,157.56,442.872,219.851,389.265,250.148,462.019,242.134
37,312,65,491,299,388.015,167.975,464.764,158.987,449.036,217.131,395.31,249.374,464.876,240.41
38,323,72,508,305,382.896,168.772,461.781,167.804,445.872,217.685,382.018,250.08,459.725,247.121
39,315,69,497,297,381.204,163.822,464.019,159.917,442.192,215.408,383.121,250.202,459.272,245.366
40,326,75,506,301,382.847,169.115,460.882,164.732,447.111,215.363,387.743,248.421,463.836,242.149
41,314,69,500,302,379.654,163.677,464.837,159.771,442.439,214.536,383.849,251.534,461.796,246.422
42,324,73,506,305,381.85,168.634,460.277,164.359,446.947,216.63,386.158,249.218,463.534,242.889
43,315,67,497,299,381.888,168.155,461.586,160.796,446.174,215.523,390.258,253.239,459.917,244.696
44,317,69,495,299,391.048,168.599,468.092,156.508,455.253,213.349,402.144,250.394,475.549,238.626
45,318,68,493,298,389.881,167.984,467.051,154.969,454.668,211.508,402.058,249.839,476.178,237.21
46,326,72,506,299,378.79,169.076,459.492,161.092,442.751,209.028,384.036,247.423,463.284,239.026
47,313,62,490,296,381.869,170.096,457.806,155.457,442.352,217.124,393.175,248.119,464.679,234.769
