frame,sx,sy,ex,ey,lx0,ly0,lx1,ly1,lx2,ly2,lx3,ly3,lx4,ly4
0,254,140,424,346,334.482,188.997,417.664,192.305,399.635,237.029,329.913,287.87,407.331,288.902
1,252,139,430,353,339.481,190.395,416.566,200.974,396.219,239.113,328.982,285.34,399.379,292.595
2,250,133,432,353,339.126,187.29,421.547,196.439,401.544,238.125,329.29,284.093,406.601,289.809
3,256,148,427,350,337.876,195.815,414.656,201.008,400.502,240.107,331.668,287.602,404.393,289.8
4,258,143,433,355,341.894,200.303,411.942,204.113,398.42,244.162,336.283,290.251,402.096,291.353
5,251,149,428,357,341.454,190.878,426.372,199.757,404.366,246.583,330.244,289.15,409.373,294.799
6,258,149,436,352,342.533,198.837,423.583,200.366,408.09,244.195,336.845,289.639,416.006,288.893
7,260,147,435,352,341.351,199.646,422.601,205.956,400.274,241.189,333.155,288.945,408.382,292.458
8,248,140,432,358,344.639,186.929,431.809,198.451,408.885,246.622,329.751,288.009,410.03,295.483
9,269,144,432,356,346.496,194.51,422.409,197.736,405.13,244.076,345.097,291.582,412.283,291.638
10,258,151,428,351,335.353,194.465,421.722,202.215,394.164,240.683,327.97,290.483,404.387,295.622
11,257,144,433,354,340.095,194.363,425.093,201.235,401.068,241.414,333.625,293.736,409.511,297.741
12,264,141,438,360,347.943,195.259,425.79,199.38,407.142,245.16,341.402,289.096,415.181,290.735
13,262,130,446,363,346.944,197.027,422.43,198.335,408.744,248.708,342.671,290.859,415.093,289.97
14,269,146,431,356,351.637,199.052,424.031,201.927,412.451,245.979,349.45,294.043,413.952,293.764
15,274,151,432,349,350.11,193.721,426.008,195.884,412.254,243.573,348.508,292.155,415.41,292.426
16,267,149,427,345,349.947,186.668,431.599,189.615,415.382,242.368,343.835,287.18,417.297,287.811
17,261,143,431,352,349.921,191.125,429.886,192.246,418.951,242.376,346.534,291.175,418.645,289.792
18,260,137,435,349,335.298,193.191,423.431,196.39,396.786,236.27,331.443,291.36,411.899,292.141
19,264,137,436,348,345.063,200.134,424.267,204.168,402.487,243.993,339.553,292.093,412.234,293.409
20,259,126,444,354,341.174,196.953,426.204,199.864,400.67,242.242,336.982,291.067,414.259,291.726
21,257,132,437,351,336.288,200.035,419.5,198.875,395.547,241.776,336.029,292.008,411.496,289.166
22,258,133,435,347,334.986,199.211,418.988,198.376,395.148,240.19,336.422,291.607,411.836,288.875
23,251,115,441,345,341.555,189.319,438.806,196.24,407.475,237.723,330.091,292.16,414.695,296.39
24,257,129,442,352,340.521,196.7,425.615,197.207,402.552,242.291,337.566,290.597,415.842,289.183
25,258,130,439,354,343.028,195.497,430.255,194.102,407.081,242.491,343.649,294.735,417.857,291.485
26,263,139,435,347,338.797,195.771,426.314,196.99,398.625,238.015,337.932,294.255,412.838,293.472
27,261,128,443,350,343.156,192.796,431.688,199.001,401.231,237.707,337.85,291.237,413.917,294.745
28,255,124,441,351,341.301,194.606,428.152,196.277,401.463,243.82,337.082,292.429,413.999,292.147
29,268,159,423,347,341.216,197.66,420.04,200.455,401.687,238.902,341.671,294.629,409.852,294.703
30,264,145,433,350,345.273,202.936,419.764,201.586,408.601,242.699,347.986,295.127,413.262,292.098
31,263,126,447,349,346.078,196.066,434.346,201.886,404.159,239.042,340.211,293.468,415.193,296.693
32,264,125,444,349,344.887,196.681,430.728,199.575,402.535,240.912,342.693,294.59,411.354,295.576
33,264,127,445,345,343.289,197.372,430.419,197.967,402.567,239.141,346.63,294.533,417.429,293.247
34,256,133,440,357,338.133,198.989,423.937,200.688,398.256,240.764,339.741,296.791,412.653,296.229
35,260,124,445,350,342.394,197.814,427.71,198.369,401.337,240.986,347.559,294.612,416.514,293.272
36,262,151,439,356,345.176,203.432,429.376,199.749,414.592,248.255,346.683,300.161,423.755,294.948
37,266,137,442,359,344.79,200.782,421.087,199.047,405.619,246.601,346.647,295.676,413.537,292.202
38,265,146,440,362,345.516,199.794,422.375,197.796,409.107,246.341,349.999,297.624,415.49,293.613
39,267,149,437,355,342.024,200.346,420.629,200.323,401.382,241.144,345.929,296.161,413.442,294.092
40,257,133,434,356,333.317,198.62,422.042,191.388,404.071,244.025,344.331,303.137,418.267,294.366
41,253,114,452,364,332.867,196.275,421.15,192.683,396.564,240.654,340.341,296.746,415.485,291.526
42,254,127,440,359,340.75,199.055,423.847,200.981,401.808,238.719,343.646,298.435,412.652,297.761
43,250,116,451,367,341.759,198.011,434.229,197.841,409.539,243.717,345.363,303.934,420.581,301.417
44,255,98,447,345,342.588,192.905,437.56,188.719,416.442,238.78,347.004,302.455,425.262,296.68
45,255,131,434,357,342.77,192.358,432.549,195.544,412.366,241.873,344.328,301.093,418.41,301.061
46,252,134,440,369,340.445,199.393,425.477,200.2,406.489,244.944,341.999,305.344,414.423,303.23
47,255,126,445,366,339.954,195.823,427.88,197.621,403.752,246.971,339.726,303.733,413.956,302.951
48,254,152,425,367,331.911,202.686,413.055,197.186,397.679,248.679,340.602,310.3,405.888,303.821
49,253,142,428,361,330.927,197.178,419.525,192.504,401.169,241.574,340.13,308.972,414.157,302.242
50,249,131,441,370,334.899,194.494,424.185,191.922,404.765,241.95,337.876,304.525,418.751,299.164
51,245,120,446,376,342.662,193.845,435.119,197.626,410.334,247.159,336.958,303.468,418.768,303.942
52,245,120,446,376,342.662,193.845,435.119,197.626,410.334,247.159,336.958,303.468,418.768,303.942
53,248,135,439,378,342.856,193.88,433.613,200.484,410.37,245.652,340.464,306.686,416.006,309.53
54,248,135,439,378,342.856,193.88,433.613,200.484,410.37,245.652,340.464,306.686,416.006,309.53
55,248,123,446,371,335.552,198.413,430.309,197.008,405.087,245.597,337.914,304.789,421.919,300.652
56,248,123,446,371,335.552,198.413,430.309,197.008,405.087,245.597,337.914,304.789,421.919,300.652
57,248,123,446,371,335.552,198.413,430.309,197.008,405.087,245.597,337.914,304.789,421.919,300.652
58,270,160,437,360,338.28,196.938,419.974,199.597,397.064,246.65,327.684,293.413,411.264,294.337
59,270,160,437,360,338.28,196.938,419.974,199.597,397.064,246.65,327.684,293.413,411.264,294.337
60,270,160,437,360,338.28,196.938,419.974,199.597,397.064,246.65,327.684,293.413,411.264,294.337
61,270,160,437,360,338.28,196.938,419.974,199.597,397.064,246.65,327.684,293.413,411.264,294.337
62,270,160,437,360,338.28,196.938,419.974,199.597,397.064,246.65,327.684,293.413,411.264,294.337
63,270,160,437,360,338.28,196.938,419.974,199.597,397.064,246.65,327.684,293.413,411.264,294.337
64,270,160,437,360,338.28,196.938,419.974,199.597,397.064,246.65,327.684,293.413,411.264,294.337
65,270,160,437,360,338.28,196.938,419.974,199.597,397.064,246.65,327.684,293.413,411.264,294.337
66,273,163,429,352,340.903,198.392,417.935,203.179,394.822,246.034,330.962,289.415,406.319,292.832
67,273,163,429,352,340.903,198.392,417.935,203.179,394.822,246.034,330.962,289.415,406.319,292.832
68,273,163,429,352,340.903,198.392,417.935,203.179,394.822,246.034,330.962,289.415,406.319,292.832
69,273,163,429,352,340.903,198.392,417.935,203.179,394.822,246.034,330.962,289.415,406.319,292.832
70,273,163,429,352,340.903,198.392,417.935,203.179,394.822,246.034,330.962,289.415,406.319,292.832
71,273,163,429,352,340.903,198.392,417.935,203.179,394.822,246.034,330.962,289.415,406.319,292.832
72,273,163,429,352,340.903,198.392,417.935,203.179,394.822,246.034,330.962,289.415,406.319,292.832
73,273,163,429,352,340.903,198.392,417.935,203.179,394.822,246.034,330.962,289.415,406.319,292.832
74,263,123,450,356,337.54,194.854,429.197,197.939,393.84,245.312,330.452,295.624,413.53,297.357
75,263,123,450,356,337.54,194.854,429.197,197.939,393.84,245.312,330.452,295.624,413.53,297.357
76,263,123,450,356,337.54,194.854,429.197,197.939,393.84,245.312,330.452,295.624,413.53,297.357
77,263,123,450,356,337.54,194.854,429.197,197.939,393.84,245.312,330.452,295.624,413.53,297.357
78,263,123,450,356,337.54,194.854,429.197,197.939,393.84,245.312,330.452,295.624,413.53,297.357
79,260,87,477,362,353.515,190.149,457.075,197.108,424.25,254.826,338.236,302.482,437.062,306.219
80,260,87,477,362,353.515,190.149,457.075,197.108,424.25,254.826,338.236,302.482,437.062,306.219
81,260,87,477,362,353.515,190.149,457.075,197.108,424.25,254.826,338.236,302.482,437.062,306.219
82,260,87,477,362,353.515,190.149,457.075,197.108,424.25,254.826,338.236,302.482,437.062,306.219
83,260,87,477,362,353.515,190.149,457.075,197.108,424.25,254.826,338.236,302.482,437.062,306.219
84,260,87,477,362,353.515,190.149,457.075,197.108,424.25,254.826,338.236,302.482,437.062,306.219
85,260,87,477,362,353.515,190.149,457.075,197.108,424.25,254.826,338.236,302.482,437.062,306.219
86,260,87,477,362,353.515,190.149,457.075,197.108,424.25,254.826,338.236,302.482,437.062,306.219
87,260,87,477,362,353.515,190.149,457.075,197.108,424.25,254.826,338.236,302.482,437.062,306.219
88,260,87,477,362,353.515,190.149,457.075,197.108,424.25,254.826,338.236,302.482,437.062,306.219
89,260,87,477,362,353.515,190.149,457.075,197.108,424.25,254.826,338.236,302.482,437.062,306.219
90,260,87,477,362,353.515,190.149,457.075,197.108,424.25,254.826,338.236,302.482,437.062,306.219
91,261,105,461,351,340.001,192.924,439.275,193.662,407.56,249.09,331.666,293.588,427.141,292.637
92,261,105,461,351,340.001,192.924,439.275,193.662,407.56,249.09,331.666,293.588,427.141,292.637
93,261,105,461,351,340.001,192.924,439.275,193.662,407.56,249.09,331.666,293.588,427.141,292.637
94,261,105,461,351,340.001,192.924,439.275,193.662,407.56,249.09,331.666,293.588,427.141,292.637
95,261,105,461,351,340.001,192.924,439.275,193.662,407.56,249.09,331.666,293.588,427.141,292.637
96,261,105,461,351,340.001,192.924,439.275,193.662,407.56,249.09,331.666,293.588,427.141,292.637
97,261,105,461,351,340.001,192.924,439.275,193.662,407.56,249.09,331.666,293.588,427.141,292.637
98,261,105,461,351,340.001,192.924,439.275,193.662,407.56,249.09,331.666,293.588,427.141,292.637
99,261,105,461,351,340.001,192.924,439.275,193.662,407.56,249.09,331.666,293.588,427.141,292.637
100,261,105,461,351,340.001,192.924,439.275,193.662,407.56,249.09,331.666,293.588,427.141,292.637
101,261,105,461,351,340.001,192.924,439.275,193.662,407.56,249.09,331.666,293.588,427.141,292.637
102,261,105,461,351,340.001,192.924,439.275,193.662,407.56,249.09,331.666,293.588,427.141,292.637
103,261,105,461,351,340.001,192.924,439.275,193.662,407.56,249.09,331.666,293.588,427.141,292.637
104,261,105,461,351,340.001,192.924,439.275,193.662,407.56,249.09,331.666,293.588,427.141,292.637
105,259,88,474,361,348.666,193.038,448.766,194.474,417.735,249.93,338.371,300.641,435.895,299.85
106,259,88,474,361,348.666,193.038,448.766,194.474,417.735,249.93,338.371,300.641,435.895,299.85
107,259,88,474,361,348.666,193.038,448.766,194.474,417.735,249.93,338.371,300.641,435.895,299.85
108,259,88,474,361,348.666,193.038,448.766,194.474,417.735,249.93,338.371,300.641,435.895,299.85
109,259,88,474,361,348.666,193.038,448.766,194.474,417.735,249.93,338.371,300.641,435.895,299.85
110,259,88,474,361,348.666,193.038,448.766,194.474,417.735,249.93,338.371,300.641,435.895,299.85
111,259,88,474,361,348.666,193.038,448.766,194.474,417.735,249.93,338.371,300.641,435.895,299.85
112,259,88,474,361,348.666,193.038,448.766,194.474,417.735,249.93,338.371,300.641,435.895,299.85
113,259,88,474,361,348.666,193.038,448.766,194.474,417.735,249.93,338.371,300.641,435.895,299.85
114,259,88,474,361,348.666,193.038,448.766,194.474,417.735,249.93,338.371,300.641,435.895,299.85
115,259,88,474,361,348.666,193.038,448.766,194.474,417.735,249.93,338.371,300.641,435.895,299.85
116,259,88,474,361,348.666,193.038,448.766,194.474,417.735,249.93,338.371,300.641,435.895,299.85
