frame,sx,sy,ex,ey,lx0,ly0,lx1,ly1,lx2,ly2,lx3,ly3,lx4,ly4
0,226,79,410,317,301.214,165.924,382.788,164.263,366.195,208.424,301.939,259.734,374.389,256.557
1,221,90,414,321,298.656,169.138,379.917,165.597,364.26,212.07,307.339,260.364,375.71,255.294
2,231,100,406,316,308.721,169.768,380.418,165.488,371.626,208.942,316.058,260.188,376.827,254.288
3,227,90,410,320,305.468,167.085,381.518,162.062,370.545,206.986,313.259,261.554,376.215,254.862
4,232,96,408,314,305.494,170.807,378.748,167.091,368.072,206.368,309.934,255.964,376.459,251.218
5,230,105,408,314,301.061,168.338,378.932,164.763,364.173,211.982,307.995,257.097,376.061,252.162
6,228,91,416,324,310.982,168.222,386.037,166.309,375.856,209.279,310.48,253.746,384.04,250.194
7,224,90,410,315,303.589,167.657,380.724,162.37,369.23,203.367,310.281,253.816,378.676,247.101
8,225,85,412,316,304.536,164.872,382.805,161.196,370.257,203.249,307.174,252.69,381.576,247.698
9,228,90,413,318,308.997,164.902,384.795,161.751,372.233,207.391,314.54,257.169,377.584,252.339
10,216,80,417,326,301.504,166.658,384.898,164.872,370.35,214.78,306.859,263.803,376.168,260.01
11,233,92,421,313,311.489,171.822,386.707,164.384,374.376,213.07,315.407,251.673,387.854,243.999
12,233,91,417,319,309.028,171.577,384.119,166.536,373.842,213.867,308.921,256.164,382.885,250.278
13,226,90,416,321,306.353,170.533,383.86,165.559,371.812,214.483,312.114,256.464,380.009,250.836
14,226,97,406,318,306.715,170.22,380.377,167.839,371.436,207.232,313.458,260.563,375.103,256.093
15,226,92,410,316,303.522,168.41,380.375,164.686,366.732,208.062,309.544,256.127,375.564,250.948
16,226,89,415,318,301.925,169.933,383.964,165.055,366.165,212.35,311.182,261.615,380.128,255.476
17,227,92,420,322,302.484,170.641,381.997,164.143,367.346,212.797,307.947,256.443,381.336,249.066
18,230,95,411,317,298.495,170.604,378.813,166.136,359.724,211.182,306.061,259.837,374.149,254.35
19,223,88,412,315,298.404,169.473,381.267,162.959,363.441,211.558,305.259,258.144,377.452,250.913
20,222,88,416,322,298.097,171.833,380.267,165.079,363.47,215.924,306.379,263.822,376.609,256.41
21,234,74,419,321,309.341,159.283,382.923,165.028,367.289,204.904,305.857,255.187,365.299,257.801
22,209,65,419,333,297.449,164.571,380.4,164.937,365.585,216.823,297.939,265.855,366.501,263.679
23,211,66,419,330,297.489,164.498,381.772,164.971,366.006,214.252,297.377,264.259,367.138,262.47
24,227,97,413,321,304.808,176.31,379.713,170.983,367.21,219.994,305.676,258.215,377.95,252.266
25,225,82,421,325,302.406,165.472,382.602,174.819,358.84,217.047,294.528,260.895,361.798,267.189
26,222,89,421,321,304.559,172.524,382.458,165.886,369.279,218.208,306.89,254.484,382.936,247.457
27,218,94,417,327,305.021,174.014,381.408,167.71,369.36,222.235,307.688,256.871,379.668,250.042
28,227,100,415,322,304.29,172.705,381.263,168.452,365.327,216.801,306.705,255.079,378.471,250.12
29,223,89,419,325,307.645,170.081,385.046,164.022,371.939,217.729,310.756,255.141,382.497,248.373
30,231,92,412,314,306.202,166.472,384.987,166.804,367.638,206.982,307.461,255.641,376.07,254.097
31,228,74,419,314,307.339,161.375,384.753,158.11,370.215,207.618,308.36,246.086,381.683,241.591
32,232,58,415,315,305.875,154.707,385.984,146.453,379.432,210.164,319.812,264.748,378.967,254.116
33,227,79,412,309,312.218,154.149,385.726,156.838,375.514,207.918,312.227,248.475,370.571,249.083
34,234,53,414,305,306.171,148.085,392.466,138.02,380.903,207.603,319.971,260.782,387.069,249.579
35,224,76,402,291,311.222,146.899,386.745,151.461,373.195,191.627,309.245,232.836,373.45,234.603
36,228,45,416,310,309.92,147.733,387.114,148.414,379.671,202.956,315.568,252.568,377.256,250.732
37,231,61,413,283,307.748,149.824,384.902,146.386,376.911,193.136,314.273,238.915,378.189,234.438
38,238,82,408,290,312.913,150.732,381.781,153.756,370.699,186.634,311.431,229.865,377.654,230.808
39,225,73,408,285,310.579,149.989,383.969,147.889,377.199,192.979,310.138,229.974,377.113,226.424
40,225,63,409,284,312.333,147.566,384.001,146.482,379.869,187.473,309.607,226.335,379.553,223.482
41,230,75,403,281,308.986,147.569,383.237,148.089,373.049,185.567,309.301,229.192,376.536,227.835
42,227,69,406,285,312.819,146.428,384.592,145.443,379.782,185.94,313.794,228.566,380.591,225.376
43,225,70,401,280,306.699,145.408,382.655,142.597,372.226,178.127,312.142,227.793,381.734,223.208
44,227,56,403,279,306.549,147.82,381.707,148.405,371.363,192.425,308.143,234.701,369.998,233.715
45,226,45,416,306,302.706,140.662,386.988,142.758,371.407,204.34,304.261,252.766,373.011,251.89
46,227,43,415,306,300.119,140.729,381.412,138.151,370.947,201.68,307.419,253.963,373.495,249.28
47,220,54,408,305,300.294,151.301,393.0,143.293,379.555,207.097,312.817,269.651,383.272,260.011
48,237,80,413,298,313.57,155.702,383.072,157.16,371.238,198.101,308.967,236.495,376.711,235.929
49,230,68,410,293,312.092,152.617,389.581,154.505,375.364,194.035,309.811,234.471,378.795,234.124
50,239,92,417,298,313.488,162.006,383.644,160.474,369.125,202.986,309.25,236.91,379.675,234.35
51,233,91,404,298,307.684,163.218,381.18,161.9,371.389,208.569,309.452,246.5,373.264,243.923
52,227,79,417,301,314.488,158.545,390.39,156.786,375.832,204.098,311.663,240.284,382.864,237.543
53,227,87,408,301,307.383,161.862,385.334,160.781,371.396,208.734,306.301,242.278,377.782,240.245
54,227,57,426,325,299.549,159.124,388.824,157.583,367.485,215.004,308.698,268.854,381.9,264.228
55,234,61,419,311,308.484,154.313,389.93,152.294,375.075,211.406,315.008,264.571,380.706,259.804
56,225,94,417,316,300.993,167.072,381.881,163.569,363.374,212.406,305.071,250.892,377.789,246.681
57,235,95,417,316,310.379,170.067,384.195,166.137,372.216,213.899,312.323,253.107,383.064,248.061
58,224,103,409,315,304.963,171.21,384.385,169.089,367.821,219.84,305.256,253.133,376.596,250.17
59,237,94,419,317,308.807,172.303,386.144,170.517,369.957,215.819,308.233,254.914,381.536,251.891
60,232,95,416,320,310.639,174.22,383.524,170.65,373.685,219.673,310.585,256.774,380.723,251.975
61,234,86,418,314,306.991,168.636,386.999,170.673,369.276,211.407,306.909,258.001,377.048,257.5
62,231,99,421,325,307.447,176.378,382.444,171.772,370.117,223.594,309.65,259.114,381.123,253.646
63,230,97,414,320,309.918,176.923,384.061,171.465,374.738,220.378,311.978,258.537,382.134,251.948
64,229,102,414,323,308.698,177.039,383.311,170.665,373.872,220.245,309.308,258.99,381.065,252.022
65,232,96,406,312,308.087,173.85,382.301,176.84,368.286,213.083,307.651,259.139,371.611,259.542
66,230,96,415,322,307.818,177.025,381.793,170.013,373.463,220.211,309.735,260.081,381.795,252.395
67,225,97,414,325,306.15,172.632,382.441,169.824,370.222,214.926,308.15,258.374,377.3,254.11
68,228,93,407,318,310.042,172.229,383.978,175.792,372.749,216.609,308.964,259.132,370.443,260.096
69,229,104,411,319,303.582,173.322,381.056,169.473,367.235,210.777,308.314,257.289,378.18,252.141
70,224,89,411,320,304.271,168.87,383.235,171.885,367.988,224.561,304.297,262.309,367.717,263.29
71,224,101,413,323,303.907,175.268,380.849,170.209,368.575,221.188,305.779,259.16,376.19,253.371
72,218,90,407,317,305.333,168.923,386.175,169.921,372.78,218.45,305.367,259.206,371.605,258.252
73,218,90,408,317,300.583,171.382,382.6,168.02,371.095,220.249,302.886,259.042,373.174,254.868
74,219,64,416,326,291.441,157.352,384.08,154.003,361.832,217.197,295.889,270.465,377.978,264.359
75,220,92,409,310,301.416,171.847,381.115,168.202,368.149,218.705,301.86,253.752,375.225,249.432
76,212,84,409,326,300.41,167.975,382.758,166.049,368.251,217.048,301.083,258.23,373.542,254.953
77,237,104,412,316,297.17,171.879,376.742,165.542,358.976,207.589,302.434,257.54,374.47,250.72
78,235,102,409,315,296.123,172.393,375.25,166.285,357.75,210.236,301.602,257.632,371.889,250.99
79,216,59,419,321,290.017,155.589,383.913,159.068,355.752,212.399,284.23,261.225,370.661,262.192
80,221,61,412,322,293.045,156.435,375.819,158.716,352.81,210.037,293.146,258.77,364.567,258.224
81,220,63,416,326,289.819,162.088,374.675,168.301,345.473,219.013,288.849,263.784,358.8,267.108
82,220,61,415,324,288.424,161.692,374.184,168.927,343.778,220.318,284.79,262.046,356.911,266.306
83,218,64,410,317,288.334,154.291,379.76,159.66,350.066,211.047,285.306,261.725,365.354,264.0
84,209,81,407,326,289.53,168.006,376.877,166.252,356.975,229.277,293.61,267.53,362.698,264.279
85,208,97,404,323,289.889,170.539,374.496,164.163,354.798,219.817,294.588,255.227,372.046,248.239
86,211,93,404,324,288.794,174.289,371.62,166.798,355.134,223.852,297.802,264.649,369.414,256.699
87,211,87,402,314,283.232,170.966,365.559,163.68,343.549,218.777,286.917,254.157,363.948,247.038
88,209,82,409,321,282.19,169.192,368.236,165.515,340.158,218.537,282.772,254.057,362.399,250.497
89,211,84,412,321,283.305,168.925,369.729,167.353,341.596,217.046,281.051,252.35,363.115,250.482
90,208,81,409,320,281.729,168.98,368.252,167.207,340.152,218.029,280.188,252.957,360.279,251.024
91,212,85,408,319,281.497,167.147,367.295,165.408,339.022,216.196,280.387,252.497,359.412,250.634
92,205,84,406,320,278.832,171.693,369.891,167.123,345.658,227.85,281.971,265.732,362.681,261.073
93,204,80,408,317,282.281,168.769,368.358,163.39,343.74,217.129,285.817,250.149,364.744,244.521
94,216,92,398,307,284.842,169.637,365.949,168.908,342.057,217.454,283.428,251.731,357.526,250.309
95,208,83,410,320,280.606,168.153,368.12,160.951,343.271,220.028,284.299,253.989,366.843,247.06
96,210,86,403,313,281.096,171.16,365.915,165.803,343.177,220.692,283.964,254.155,363.214,248.762
97,207,81,405,321,287.807,166.687,371.052,164.51,352.493,221.351,288.922,260.037,362.102,256.843
98,211,84,404,316,281.736,169.706,367.541,165.136,344.717,221.29,286.609,259.762,362.381,254.901
99,209,82,404,314,284.002,169.109,367.928,165.689,345.984,219.306,285.419,255.281,362.626,251.419
100,207,82,410,320,282.878,168.814,369.713,161.988,348.509,220.12,285.193,255.51,367.618,248.532
101,218,90,402,309,285.068,168.71,367.321,167.352,342.849,216.572,285.998,252.823,359.459,250.969
102,212,90,404,320,285.886,170.809,369.637,169.054,350.657,225.489,289.088,265.288,360.622,262.329
103,213,87,406,315,286.074,169.944,372.854,168.461,349.282,225.286,287.892,262.029,362.912,259.857
104,221,89,410,317,287.549,168.836,372.053,167.632,344.855,210.937,287.858,254.306,365.37,252.416
105,213,88,411,320,287.296,170.298,372.391,165.81,346.033,220.146,287.938,254.355,366.662,249.849
106,216,85,410,323,296.228,164.132,381.165,168.703,358.273,230.401,296.812,267.724,361.984,270.02
107,204,80,413,323,286.328,168.31,375.458,159.36,354.086,220.275,293.335,256.74,371.71,247.904
108,211,82,418,318,295.052,160.312,379.111,157.341,355.368,210.358,294.706,246.872,374.281,243.356
109,225,84,409,310,304.895,170.628,384.546,171.565,370.007,221.88,304.546,258.066,371.111,257.519
110,226,82,420,325,303.17,165.988,386.007,165.211,364.897,213.219,306.57,263.061,372.181,260.751
111,225,86,425,320,300.928,167.898,384.702,165.173,359.869,214.251,301.044,250.97,379.138,247.614
112,235,100,419,321,301.87,168.51,385.992,168.732,361.397,207.795,306.85,259.52,377.533,258.181
113,225,69,428,332,311.891,162.45,393.99,161.485,379.299,210.126,317.38,264.155,383.185,260.804
114,232,83,421,322,317.974,167.996,396.25,167.018,383.54,215.862,320.546,263.954,384.899,260.767
115,230,91,424,322,306.959,170.441,388.447,169.111,370.186,212.6,311.614,257.703,383.238,254.617
116,233,87,421,324,309.808,172.068,390.107,173.538,372.175,212.783,313.638,265.166,378.23,264.295
117,231,96,423,320,318.758,176.048,393.855,171.557,383.581,216.691,320.695,258.51,390.757,252.9
118,229,101,419,322,317.494,178.439,390.315,173.257,381.62,218.96,320.535,260.368,387.953,254.172
119,227,86,423,331,306.727,173.625,391.072,172.209,376.613,217.186,310.402,269.122,382.846,265.309
120,223,83,412,331,309.495,172.275,388.021,173.692,379.365,224.394,314.906,271.129,375.774,269.991
