frame,sx,sy,ex,ey,lx0,ly0,lx1,ly1,lx2,ly2,lx3,ly3,lx4,ly4
0,204,108,404,369,305.583,194.923,386.227,203.876,377.665,255.463,302.287,299.633,369.265,304.181
1,205,106,407,370,302.701,193.299,384.224,201.823,374.166,256.937,299.506,299.776,369.156,303.967
2,208,102,413,375,300.837,193.944,385.454,200.629,374.064,258.568,297.977,301.654,372.975,304.26
3,208,111,400,367,299.295,194.412,383.97,201.85,371.784,253.899,297.11,298.715,369.049,301.691
4,201,112,397,369,299.223,190.932,385.839,192.304,378.303,252.391,303.583,302.387,377.72,299.913
5,204,115,399,367,303.092,193.83,387.484,199.578,376.983,254.354,302.789,300.626,375.748,302.325
6,207,110,407,373,305.149,191.273,389.89,198.838,377.609,253.469,301.368,299.712,377.215,302.604
7,211,114,404,364,306.459,192.467,389.887,199.532,377.516,253.827,304.883,297.107,375.491,299.475
8,213,109,405,366,307.953,193.524,388.777,199.986,379.323,255.026,305.252,296.698,373.649,299.176
9,200,106,403,372,303.6,187.67,392.788,196.289,379.891,251.458,303.296,303.179,376.149,306.719
10,209,115,405,365,303.8,192.493,390.783,197.04,378.265,254.555,305.98,301.491,378.366,301.538
11,213,119,401,363,300.091,191.012,384.177,196.747,368.364,254.399,298.201,299.304,372.232,301.051
12,210,112,406,368,309.594,191.787,391.109,202.52,382.83,252.329,303.947,298.856,375.035,304.038
13,209,113,408,370,308.919,192.858,392.811,200.016,383.284,253.98,307.46,301.143,380.569,303.3
14,205,114,400,370,305.773,190.36,393.017,197.002,380.496,248.388,307.367,302.281,378.903,304.317
15,197,96,409,386,305.911,185.988,402.442,202.816,384.051,258.746,299.986,310.379,375.245,321.224
16,204,113,397,379,300.429,192.449,395.03,214.587,374.169,265.881,293.889,316.002,369.508,331.33
17,210,111,406,372,306.396,193.021,390.683,200.037,378.845,253.817,307.075,301.639,376.291,304.217
18,216,114,410,370,309.109,195.663,390.785,200.585,379.898,256.03,310.964,300.558,380.239,301.562
19,209,117,398,367,305.248,189.473,392.882,196.332,378.153,253.24,304.763,305.95,376.259,308.293
20,204,100,413,380,310.622,193.023,393.583,206.317,381.565,254.991,300.413,303.104,370.838,311.617
21,217,120,406,365,310.419,196.328,389.745,201.71,378.528,253.487,309.139,301.502,375.632,303.035
22,215,114,409,369,312.619,192.433,392.972,204.35,382.484,253.506,306.231,298.317,374.99,305.123
23,212,115,405,374,310.26,199.51,389.571,211.798,377.522,259.411,302.089,302.842,370.064,310.328
24,212,119,408,371,307.682,192.779,393.449,198.689,381.707,253.42,306.384,300.486,382.509,301.88
25,219,112,414,378,314.627,195.637,394.448,209.59,378.087,256.456,306.853,301.294,374.244,310.458
26,212,110,412,372,309.534,193.633,392.259,204.198,379.372,253.282,304.566,299.522,372.629,305.899
27,211,108,415,376,313.723,196.309,393.725,209.601,382.071,258.064,302.56,298.882,371.797,307.336
28,214,120,406,370,306.707,191.902,388.735,197.483,377.346,252.459,306.559,301.474,378.752,302.694
29,213,119,404,367,307.595,193.701,390.919,202.702,377.657,253.882,304.094,300.087,374.432,304.288
30,216,115,407,367,308.805,191.687,391.974,200.654,379.828,252.275,305.286,300.476,377.298,304.803
31,214,119,407,369,311.481,193.589,395.926,205.055,384.64,254.016,307.588,300.807,378.961,306.788
32,218,114,409,369,312.984,192.911,398.844,207.364,382.723,259.871,306.01,302.886,382.169,311.671
