frame,sx,sy,ex,ey,lx0,ly0,lx1,ly1,lx2,ly2,lx3,ly3,lx4,ly4
0,214,100,396,341,296.45,191.258,379.5,179.165,376.693,234.584,311.11,288.313,382.785,275.133
1,212,105,400,340,294.215,192.436,375.738,183.279,370.918,237.447,305.815,286.18,376.781,276.28
2,218,102,401,342,295.686,195.555,372.226,183.609,363.185,243.127,306.217,284.55,373.166,272.912
3,206,103,386,350,291.631,200.253,372.66,180.775,371.631,243.312,313.645,304.902,376.313,285.853
4,209,106,396,347,289.86,196.125,366.244,185.38,367.846,236.526,305.233,289.335,371.71,277.819
5,203,105,387,356,289.36,202.932,372.632,187.1,371.228,248.387,311.176,308.608,374.17,292.144
6,203,99,397,349,287.245,197.784,369.417,184.335,368.468,239.742,305.642,291.761,374.086,277.793
7,199,106,387,362,290.39,203.972,372.871,188.809,372.276,253.113,309.169,310.779,371.972,295.023
8,215,110,405,348,292.03,197.953,365.877,185.285,365.088,242.968,306.29,288.206,372.225,275.498
9,213,106,399,347,288.62,195.609,367.188,181.551,362.468,236.203,308.05,290.411,373.785,276.511
10,210,104,401,350,293.21,200.756,370.583,188.76,370.193,246.006,308.717,291.688,377.781,278.954
11,206,108,392,358,296.118,203.952,378.054,184.952,378.884,252.663,313.069,307.669,379.248,289.217
12,219,115,401,351,296.209,201.012,373.772,191.222,369.647,242.031,308.278,292.02,377.163,281.322
13,220,108,400,339,297.231,196.622,377.015,182.224,373.532,238.075,312.902,290.5,379.263,275.278
14,216,105,394,337,296.952,198.669,375.255,187.355,374.18,240.921,311.555,291.379,377.23,279.108
15,220,103,399,346,297.537,196.838,375.566,189.351,370.206,241.296,311.544,292.379,374.785,283.492
16,215,107,399,355,295.473,202.096,377.296,188.819,370.573,245.68,314.57,306.321,376.605,292.524
17,213,112,392,350,296.133,202.302,377.459,187.841,373.082,245.912,312.235,305.496,376.227,290.441
18,214,110,400,352,293.678,201.925,371.587,191.691,368.571,245.862,309.498,297.18,374.927,286.573
19,217,117,390,350,296.934,207.724,371.05,189.694,369.953,246.955,318.256,305.753,373.871,288.776
20,217,108,406,345,295.398,199.964,374.556,185.159,369.413,243.021,309.526,289.248,382.188,274.669
21,220,110,394,346,298.496,204.387,377.583,185.583,373.82,240.062,320.046,301.773,381.665,283.227
22,221,108,402,346,293.723,198.461,369.767,186.32,370.303,241.39,310.756,290.125,377.02,277.499
23,215,123,394,354,296.297,208.257,374.833,189.073,373.475,255.677,315.759,311.956,375.109,294.135
24,214,115,390,354,299.124,203.21,379.826,186.633,381.278,247.04,319.508,308.771,380.202,291.539
25,216,113,394,352,295.173,203.43,375.927,191.364,372.748,248.445,314.283,307.4,374.71,294.146
26,213,118,390,355,295.736,206.787,374.779,191.627,372.338,252.906,313.227,310.003,372.211,295.221
27,215,118,389,352,294.855,205.899,374.03,190.698,370.867,250.665,314.914,309.722,372.57,294.889
28,218,114,390,350,293.741,206.727,368.914,189.613,367.644,248.194,318.028,305.619,373.116,288.108
29,211,114,402,346,291.817,200.91,370.48,186.968,363.636,244.924,306.156,289.904,376.606,276.172
30,219,128,395,349,297.993,206.03,370.348,194.56,371.156,246.083,315.337,296.849,377.041,284.709
31,220,115,407,353,299.564,203.716,373.789,195.061,370.471,245.832,311.958,293.177,375.99,283.259
