frame,sx,sy,ex,ey,lx0,ly0,lx1,ly1,lx2,ly2,lx3,ly3,lx4,ly4
0,283,117,435,348,358.259,204.61,421.913,201.379,425.314,229.938,365.478,289.288,419.561,283.285
1,272,108,441,364,363.139,207.722,423.381,203.832,432.393,237.473,374.446,297.161,425.039,291.723
2,272,115,438,363,357.441,210.378,421.24,209.488,425.088,240.181,367.848,298.127,421.529,294.917
3,267,112,434,359,351.43,207.42,417.469,199.306,423.384,233.55,366.534,298.06,423.9,288.682
4,268,122,434,360,352.169,213.272,417.191,212.08,418.012,244.484,360.483,300.752,418.066,297.146
5,263,119,432,362,346.789,213.55,416.421,211.025,413.433,249.487,353.577,304.991,413.138,300.989
6,259,118,431,364,343.414,213.305,414.829,212.625,410.394,252.467,348.802,305.872,411.277,303.307
7,263,125,428,360,340.382,218.766,406.338,215.042,407.109,252.909,348.082,304.403,406.924,299.273
8,263,132,424,366,339.432,222.27,401.299,217.829,406.829,249.909,348.315,305.527,401.88,299.103
9,269,140,423,357,338.481,219.869,400.047,213.642,404.105,250.292,350.506,301.64,401.922,293.774
10,258,129,423,366,336.275,221.961,400.446,216.766,403.963,251.375,344.772,306.927,401.445,300.018
11,252,126,414,366,329.488,218.762,396.046,214.344,397.611,250.874,337.205,306.524,393.609,299.558
12,259,137,423,368,336.885,223.901,399.497,219.582,401.859,251.898,344.654,304.176,398.896,297.762
13,258,136,420,372,336.606,223.536,396.371,214.959,404.422,247.212,351.488,306.812,400.469,296.309
14,260,132,417,364,334.462,224.337,396.569,217.327,400.757,250.68,347.051,305.997,398.877,297.159
15,257,134,418,364,332.697,225.412,394.078,214.687,399.552,250.164,347.238,303.855,400.714,291.819
16,251,124,420,370,332.873,220.293,399.444,215.258,401.304,250.856,343.453,303.646,398.38,296.181
17,249,125,416,371,331.464,219.662,398.284,215.175,399.877,249.795,341.692,304.323,395.572,297.26
18,241,114,404,361,325.342,220.701,389.53,206.596,399.205,252.285,346.818,313.583,395.07,298.577
19,253,128,415,360,331.121,216.944,398.211,213.707,398.085,244.44,336.489,301.801,393.29,296.242
20,256,130,417,364,333.529,220.805,399.792,214.848,400.089,251.702,342.344,304.776,398.206,296.877
21,248,125,418,365,331.836,214.196,403.076,214.847,396.842,249.224,334.199,303.692,396.394,301.504
22,259,133,420,364,336.085,218.425,397.53,214.183,399.626,246.229,343.681,299.198,399.442,292.779
23,246,113,420,367,340.262,213.29,405.12,204.487,408.217,247.944,351.282,306.261,406.146,296.561
24,251,130,417,363,331.074,214.823,399.242,214.895,395.728,249.22,333.071,301.959,391.445,299.531
25,260,134,424,359,335.955,215.774,402.32,212.516,399.726,252.846,340.96,300.962,395.001,296.05
26,260,131,413,353,330.224,216.874,395.028,206.699,394.062,241.614,344.487,298.996,398.684,287.971
27,263,132,425,351,338.311,215.749,405.728,213.347,399.654,242.576,343.953,293.68,403.601,288.84
28,260,136,416,356,334.363,215.172,397.707,215.102,396.531,238.372,338.387,293.644,393.455,290.871
29,258,139,419,356,336.337,216.579,402.527,219.352,397.174,246.719,334.33,294.895,391.607,294.719
30,251,131,418,357,329.034,211.333,399.896,216.521,389.417,243.984,322.977,293.739,388.741,295.706
31,252,133,419,361,334.572,217.03,401.087,221.962,391.816,252.268,327.867,295.871,386.257,297.461
32,247,126,427,362,335.184,216.336,403.621,218.21,394.623,257.752,329.654,296.352,393.57,295.382
33,250,130,426,364,326.762,217.975,397.671,219.45,387.418,260.944,322.743,298.886,385.648,297.967
34,253,129,422,359,329.411,216.791,396.661,220.28,386.82,259.175,323.896,296.396,384.877,296.843
35,255,132,428,352,328.526,215.804,395.791,213.282,389.454,261.128,328.132,294.117,390.438,289.943
36,252,123,423,356,325.537,212.017,395.323,215.603,380.911,261.029,320.889,295.545,385.403,296.322
37,244,121,417,355,330.117,211.581,399.151,216.357,382.591,259.526,325.107,295.697,390.17,298.119
38,245,121,419,353,324.752,210.898,393.669,211.511,376.07,255.84,326.051,296.921,388.051,296.093
39,257,121,436,358,326.864,208.452,398.507,219.717,373.53,256.579,313.666,290.139,380.007,298.158
40,261,119,439,361,328.565,208.19,402.409,221.511,376.736,255.178,316.38,293.25,380.747,302.706
41,265,125,437,362,327.591,208.6,400.377,221.792,374.31,254.886,315.738,293.231,377.628,302.321
42,262,120,433,354,331.48,207.58,401.977,215.917,380.684,257.674,316.294,289.616,384.875,295.43
43,266,127,435,355,330.637,207.879,400.364,217.143,381.265,256.01,322.335,291.446,385.441,297.092
