frame,sx,sy,ex,ey,lx0,ly0,lx1,ly1,lx2,ly2,lx3,ly3,lx4,ly4
0,251,121,437,364,331.174,178.777,422.742,179.807,404.789,225.513,336.535,295.722,415.835,293.944
1,252,104,451,360,324.784,183.944,421.113,177.059,398.209,230.221,332.789,292.72,416.763,284.785
2,246,116,439,368,324.141,185.365,417.622,185.28,400.137,231.148,331.951,299.463,410.322,297.279
3,257,117,441,357,325.402,181.796,414.071,183.812,394.134,228.257,325.197,290.485,402.964,289.746
4,250,116,444,359,321.649,190.935,415.797,181.985,396.095,234.707,331.574,296.621,412.204,286.687
5,261,114,453,353,332.123,191.649,425.512,189.97,402.114,231.112,330.808,290.154,418.123,286.906
6,258,115,450,353,328.522,185.088,423.6,185.918,397.854,229.431,325.83,290.212,409.655,289.519
7,249,122,440,366,319.256,178.041,417.62,178.601,393.886,225.966,325.732,297.63,409.473,296.478
8,255,124,436,364,322.445,174.534,418.083,172.271,395.156,226.202,327.448,296.452,411.224,292.865
9,250,103,446,357,319.51,171.343,418.999,167.883,389.525,223.998,327.24,292.866,412.291,288.685
10,259,114,452,354,329.357,192.28,419.723,192.167,394.968,230.826,326.768,288.756,409.615,287.43
11,252,130,433,354,317.812,176.247,416.45,171.518,394.633,222.023,326.928,290.682,414.695,284.199
12,261,133,436,355,329.85,188.287,417.524,193.351,394.349,233.77,327.853,291.773,406.945,294.124
13,253,127,439,361,322.46,189.116,414.806,190.529,391.783,233.49,324.309,295.333,406.427,294.289
14,251,111,453,365,325.375,188.764,419.604,189.197,394.88,229.834,324.007,287.862,410.926,286.956
15,257,135,429,354,320.96,182.193,416.063,180.952,390.855,230.67,328.526,296.999,409.362,293.367
16,249,114,440,361,317.699,186.402,406.232,185.095,383.752,235.784,320.964,291.389,402.854,288.073
17,255,119,438,357,321.008,191.029,410.026,191.852,387.516,236.311,323.535,290.793,406.264,289.485
18,251,110,444,359,319.073,185.939,413.88,188.928,385.348,233.644,317.512,287.084,406.935,288.056
19,246,109,446,357,322.928,191.238,416.985,191.734,393.075,234.187,319.313,285.18,407.977,283.994
20,247,109,445,352,323.992,188.095,417.84,187.441,394.395,229.163,322.515,284.032,410.481,281.373
21,259,130,432,349,327.636,188.398,414.602,189.546,392.773,233.654,329.105,288.459,410.004,286.971
22,251,119,442,357,322.913,188.652,415.228,190.428,390.725,236.464,319.085,287.395,405.452,287.479
23,252,108,449,355,319.743,191.127,412.754,193.389,383.947,241.213,318.208,285.853,404.617,286.762
24,250,105,450,355,320.121,191.557,416.442,193.913,389.563,233.19,318.967,287.202,409.503,287.611
25,245,120,439,357,317.556,180.744,414.271,182.522,386.379,229.126,315.596,284.597,403.049,284.916
26,250,122,436,358,316.455,179.58,414.193,183.775,384.004,229.161,315.431,287.071,404.445,288.878
27,247,105,444,357,314.692,178.394,413.711,174.311,385.803,230.596,317.703,285.855,410.157,281.251
