frame,sx,sy,ex,ey,lx0,ly0,lx1,ly1,lx2,ly2,lx3,ly3,lx4,ly4
0,244,120,402,339,316.865,192.034,393.065,193.552,377.193,230.145,321.094,289.74,380.586,288.658
1,230,92,422,352,315.354,189.143,396.207,191.183,377.895,236.138,316.29,289.7,385.131,289.026
2,239,121,417,351,312.857,195.609,392.758,195.323,374.789,239.31,316.452,293.261,384.538,291.003
3,237,121,412,344,314.057,184.412,402.42,187.453,376.817,230.321,311.125,290.458,385.243,291.822
4,238,119,414,349,320.926,197.208,401.243,194.608,383.577,237.741,325.173,295.549,392.421,291.434
5,233,116,413,352,312.922,192.871,398.889,189.476,379.007,237.166,314.539,296.712,391.183,291.668
6,240,118,415,344,320.677,192.936,402.772,195.986,382.496,233.437,320.273,292.654,387.691,293.057
7,235,112,416,351,320.578,191.337,402.649,191.488,385.676,236.451,322.92,294.578,388.635,293.007
8,235,115,414,354,315.523,193.206,396.088,194.932,377.569,238.031,315.308,293.738,380.959,293.495
9,237,119,416,351,323.636,192.435,404.751,192.819,384.011,237.806,322.085,295.442,391.429,294.199
10,237,123,411,346,320.171,191.414,406.844,194.748,386.042,238.354,317.374,295.897,393.441,296.698
11,232,127,403,347,316.519,185.131,404.528,187.577,386.459,236.488,314.229,295.21,388.906,295.544
12,241,113,423,351,320.306,193.26,402.62,192.906,385.25,234.372,321.241,292.277,392.077,290.016
13,243,122,412,343,325.109,189.678,406.491,189.836,390.894,229.737,326.005,291.829,396.01,289.345
14,244,125,414,347,318.643,193.671,400.139,195.95,378.549,234.437,318.701,291.818,387.134,291.595
15,239,121,411,343,315.897,189.563,399.879,191.531,377.204,231.584,314.464,289.965,385.31,289.645
16,238,123,409,343,314.333,190.514,398.23,190.931,377.274,232.202,315.91,291.36,386.813,289.501
17,237,116,413,346,322.991,190.236,407.574,190.617,387.467,230.762,323.065,294.436,391.58,292.67
18,241,117,419,346,319.872,192.493,403.534,195.071,382.078,232.528,317.098,290.856,388.806,291.002
19,236,118,417,349,323.131,191.971,404.616,190.865,386.258,235.08,326.021,297.019,391.578,294.389
20,237,120,411,350,322.27,189.878,408.839,192.112,387.2,232.976,322.685,298.211,393.033,297.874
21,242,122,414,348,316.85,191.701,396.638,193.29,378.183,233.385,316.961,289.745,384.605,288.984
22,237,109,425,354,324.568,194.371,404.844,190.337,392.052,236.046,329.207,294.098,396.37,288.367
23,234,124,397,346,314.438,191.764,396.41,191.831,380.681,234.63,316.774,296.816,384.089,294.942
24,233,113,412,356,316.016,192.495,399.418,190.512,382.502,234.323,321.861,297.179,388.031,293.258
