frame,sx,sy,ex,ey,lx0,ly0,lx1,ly1,lx2,ly2,lx3,ly3,lx4,ly4
0,217,140,395,375,268.669,215.934,351.502,205.23,333.506,263.788,286.604,318.424,355.266,307.464
1,218,142,398,374,268.417,215.762,352.052,205.24,334.92,264.241,286.488,316.252,356.234,305.465
2,217,138,399,374,268.107,217.054,353.073,206.075,333.291,266.332,285.636,317.946,356.019,306.956
3,216,137,399,376,268.363,215.657,352.254,204.595,335.608,264.196,285.797,317.123,356.444,305.886
4,218,141,398,375,268.327,215.86,351.215,205.439,334.563,263.98,285.803,316.102,355.903,305.347
5,215,135,400,377,267.286,217.613,352.643,206.037,332.858,266.878,285.442,319.509,356.472,308.088
6,208,144,379,363,275.612,221.585,354.139,210.172,335.099,267.081,288.549,317.789,352.989,307.618
7,206,143,378,362,274.924,221.38,354.002,208.776,336.188,265.053,289.352,315.864,354.436,304.792
8,206,143,381,365,273.613,222.014,353.977,210.096,334.345,266.302,287.1,318.045,354.024,307.543
9,200,145,377,365,275.972,219.531,356.347,206.32,339.88,262.326,290.835,318.069,358.85,306.306
10,201,144,378,362,273.454,217.693,353.737,205.087,334.988,262.637,287.176,316.538,356.202,305.284
11,207,143,377,361,272.715,221.129,352.938,208.196,332.592,267.712,288.365,320.209,353.677,309.03
12,202,148,378,370,277.042,219.543,356.734,208.981,337.338,262.676,290.159,320.351,355.609,311.131
13,207,145,377,362,274.062,221.192,354.65,209.461,333.179,267.246,287.627,318.798,352.518,308.546
14,205,145,378,363,273.632,221.216,352.771,210.414,334.344,265.812,286.724,316.4,352.051,306.887
15,203,143,380,367,273.503,221.287,352.761,210.47,332.417,266.898,285.693,316.431,350.799,306.841
16,205,145,382,368,275.47,223.554,355.991,210.538,335.937,267.083,290.422,318.234,357.037,306.679
17,204,142,380,367,275.709,222.555,355.181,210.081,337.83,266.732,290.051,317.139,356.378,305.885
18,206,143,379,365,273.53,222.373,353.796,209.544,334.333,265.68,288.244,319.011,354.763,307.81
19,205,143,375,365,276.574,220.575,355.354,206.503,337.604,268.269,292.139,320.865,356.267,308.359
20,201,141,376,369,274.04,221.709,355.398,205.32,341.251,266.251,295.578,327.213,360.404,312.268
21,200,140,376,371,275.215,221.335,355.383,207.29,339.14,268.098,292.519,323.967,358.471,310.944
22,202,141,375,367,273.318,220.722,354.588,207.316,335.563,267.006,289.829,324.299,355.355,312.129
23,204,145,380,368,276.693,221.982,358.336,212.017,335.766,267.098,287.845,318.334,355.483,310.06
24,213,151,376,359,278.704,223.056,357.124,211.571,336.456,264.796,292.107,317.253,352.123,307.945
25,207,143,381,365,278.275,221.437,359.825,211.798,336.651,268.792,287.355,315.521,354.715,307.831
26,209,146,380,363,278.479,222.465,359.411,210.184,337.935,267.328,290.313,316.284,355.965,306.369
27,208,144,378,361,277.394,222.181,358.025,211.444,336.929,268.653,287.791,316.463,355.094,307.768
28,210,149,380,363,276.213,222.715,355.479,211.068,335.341,266.409,288.852,318.91,354.046,308.996
29,207,146,379,363,277.286,222.442,358.472,209.753,336.962,267.007,290.268,319.622,357.309,308.992
30,222,137,398,373,271.796,217.203,352.644,209.77,334.064,268.909,285.481,318.314,351.206,310.529
31,209,144,383,363,278.907,221.572,359.082,210.641,337.163,268.322,289.212,314.691,356.581,305.515
32,206,145,382,367,278.504,222.885,357.345,211.368,337.312,266.173,290.686,316.598,357.48,306.371
