frame,sx,sy,ex,ey,lx0,ly0,lx1,ly1,lx2,ly2,lx3,ly3,lx4,ly4
0,255,83,455,344,349.979,184.809,433.044,182.459,418.414,241.888,353.183,285.086,422.235,281.282
1,259,85,455,336,351.23,185.67,433.276,179.698,419.524,245.023,358.644,285.803,426.927,278.616
2,265,87,462,342,349.822,183.766,429.45,181.778,418.865,245.248,353.799,284.046,423.112,280.132
3,266,89,462,342,349.231,183.224,431.351,181.577,417.473,243.057,350.49,282.47,423.458,279.055
4,264,84,457,332,353.425,182.158,434.169,178.631,422.4,238.591,357.337,280.725,424.273,275.645
5,257,81,465,343,340.265,184.762,428.732,184.092,407.129,247.496,345.866,286.68,420.624,283.882
6,263,84,456,333,351.52,185.167,433.39,181.615,419.739,242.411,356.702,283.754,424.858,278.408
7,258,81,458,335,347.112,185.858,431.117,181.081,418.023,242.562,354.715,284.889,424.53,278.463
8,257,85,456,336,346.467,183.641,433.986,179.136,415.538,241.234,354.691,285.399,427.642,279.402
9,260,82,458,335,351.78,184.021,437.019,179.623,420.483,242.445,358.065,284.498,427.303,278.68
10,261,82,459,334,351.936,184.527,436.79,178.98,420.834,242.438,358.755,284.623,428.141,277.89
11,256,80,456,337,350.531,184.734,436.771,181.72,418.77,242.785,357.525,286.16,425.494,281.624
12,259,83,456,338,353.531,184.575,437.687,182.002,421.335,243.156,357.541,284.276,428.789,280.034
13,255,83,455,339,347.145,184.088,433.703,179.72,415.122,241.156,355.438,285.959,424.829,280.141
14,256,83,456,339,350.598,184.181,436.334,180.495,418.395,242.685,356.096,284.271,426.788,279.155
15,258,83,459,338,350.99,182.476,439.95,175.362,422.571,239.282,362.269,286.964,432.69,278.932
16,257,86,457,342,348.654,183.676,437.372,179.673,418.147,243.613,358.507,287.311,430.688,281.684
17,259,84,457,340,353.376,184.873,439.398,182.274,422.567,242.905,358.861,286.037,430.125,281.802
18,261,85,457,338,355.332,184.99,440.221,181.752,424.354,241.689,360.76,285.166,431.232,280.444
19,271,90,468,342,347.745,182.857,433.247,182.523,415.967,243.213,350.152,283.271,425.605,280.932
20,258,79,458,337,351.191,183.549,439.122,180.741,419.684,242.46,358.418,286.267,427.655,282.011
21,262,80,461,341,354.613,184.084,437.333,182.705,423.485,243.824,358.185,283.681,428.125,280.241
22,261,82,459,340,352.292,186.384,434.67,184.043,421.002,245.574,356.211,284.839,427.066,280.507
23,262,77,463,343,352.82,182.127,434.052,181.907,422.361,243.593,353.26,280.981,424.377,278.421
24,258,84,458,335,347.393,182.168,435.385,176.492,415.478,242.592,356.061,283.479,429.631,276.98
25,258,83,456,340,346.373,181.905,433.792,176.708,413.985,239.096,355.93,284.181,427.172,277.746
26,268,85,470,343,351.291,182.867,436.035,182.128,420.79,244.419,353.376,283.423,428.515,280.543
27,260,84,460,335,351.909,183.001,438.349,177.436,419.914,243.406,358.616,282.515,430.63,276.081
28,259,84,458,335,350.149,183.001,436.4,177.31,418.4,243.079,357.083,282.474,429.558,275.772
29,261,81,460,333,352.118,183.467,435.539,178.162,423.105,241.738,359.166,281.863,429.565,275.208
