frame,sx,sy,ex,ey,lx0,ly0,lx1,ly1,lx2,ly2,lx3,ly3,lx4,ly4
0,247,139,423,390,321.537,240.916,392.776,229.764,390.557,284.465,331.661,333.663,397.443,322.406
1,236,134,425,392,331.231,238.146,399.409,225.649,399.764,285.588,343.009,330.929,404.481,318.291
2,240,136,429,392,336.568,239.268,403.972,231.873,404.653,284.116,342.303,331.352,404.137,323.165
3,238,137,430,395,336.215,238.319,406.398,232.529,404.572,283.781,342.504,333.756,404.044,327.06
4,240,133,429,392,336.195,238.663,403.886,228.929,406.03,281.242,344.978,330.61,406.258,320.425
5,239,137,428,394,335.439,238.532,405.086,230.62,404.077,282.199,344.561,333.659,404.728,325.176
6,241,137,428,389,334.867,239.071,402.276,229.492,403.362,283.6,342.52,330.002,405.312,319.944
7,238,129,423,386,319.247,235.431,400.143,216.836,393.025,282.564,341.851,338.408,410.066,320.674
8,252,136,428,388,325.319,239.171,396.116,229.152,390.338,286.768,334.197,334.453,396.672,324.415
9,252,138,427,387,326.194,240.213,397.042,230.056,391.44,286.016,335.175,333.698,398.726,323.512
10,247,140,430,388,329.047,236.71,401.9,230.027,397.237,282.108,337.212,333.052,401.726,325.635
11,247,139,428,389,331.314,238.178,399.405,229.85,399.56,279.105,340.706,330.919,400.086,322.196
12,246,137,429,388,325.182,236.952,397.794,227.698,393.262,282.312,334.751,331.448,400.218,321.727
13,247,138,431,391,331.18,236.768,402.062,230.837,399.062,283.72,339.189,334.029,400.237,327.376
14,245,137,430,392,331.525,238.264,400.864,230.886,400.079,283.45,339.976,333.339,400.091,325.399
15,247,139,427,387,327.071,238.635,396.55,227.846,397.01,280.655,339.325,331.43,400.9,320.494
16,249,139,430,388,330.361,237.087,399.731,227.5,398.209,279.72,341.965,332.207,400.962,322.558
17,246,137,429,390,331.042,235.79,399.999,228.683,400.161,281.566,341.267,333.738,400.367,325.823
18,247,137,427,388,328.822,237.526,398.575,230.078,397.093,282.249,337.443,331.712,399.08,323.504
19,246,137,428,388,327.572,238.082,397.163,227.769,396.879,280.866,339.815,332.585,400.311,322.013
20,245,138,428,388,328.037,237.385,398.767,228.527,396.654,282.877,338.633,333.473,399.622,324.258
21,249,140,427,386,327.333,237.249,398.546,227.401,394.839,281.17,338.795,331.244,401.866,321.158
22,248,137,426,387,327.391,237.695,398.19,228.29,396.112,282.525,338.768,332.695,401.205,322.756
23,247,132,429,386,321.482,240.33,394.767,224.304,390.693,285.065,336.556,335.226,399.836,319.809
24,238,143,425,386,333.987,237.794,405.261,231.777,400.18,283.631,340.051,328.998,403.489,322.035
25,238,134,420,390,322.924,239.691,398.603,225.867,392.838,285.646,338.459,338.149,405.962,324.231
26,250,136,427,382,321.815,242.279,394.785,225.526,389.332,283.608,337.188,333.466,401.079,317.308
27,243,138,424,389,325.657,241.038,395.68,230.569,395.848,288.024,337.346,336.244,399.968,325.425
28,245,141,426,390,327.617,240.044,399.156,234.957,396.292,289.266,333.222,337.254,397.279,331.307
29,244,138,425,390,325.592,240.786,396.245,232.264,393.388,288.989,334.112,336.925,396.494,327.998
30,240,140,430,394,325.282,241.751,398.776,231.144,394.217,284.817,337.689,338.463,399.327,327.778
31,240,140,426,393,324.086,241.408,395.402,227.543,394.46,284.018,338.338,336.456,400.256,322.822
32,236,140,418,389,331.896,240.685,400.561,230.626,398.51,288.389,337.968,332.955,402.732,322.723
33,236,136,420,385,322.065,238.957,397.306,230.541,390.87,287.594,328.768,332.857,397.647,323.605
34,243,142,428,395,331.539,239.388,400.993,234.732,399.23,287.434,337.826,337.721,396.706,331.963
35,250,149,425,387,327.551,243.395,396.119,232.883,394.923,284.914,337.935,335.608,398.634,325.283
36,249,136,429,387,322.874,245.577,396.346,231.055,389.797,287.223,334.738,336.625,401.101,322.671
37,249,136,427,387,320.23,243.266,393.998,226.973,387.748,284.677,334.201,335.423,399.484,319.63
38,249,136,429,386,320.115,243.325,394.065,226.696,387.363,286.738,335.729,335.827,399.815,319.876
39,253,139,426,384,320.406,245.474,395.804,230.24,386.877,288.235,333.042,335.687,399.221,321.289
40,246,136,422,383,319.312,244.292,396.167,230.556,387.802,289.148,333.674,338.681,398.361,325.409
41,233,134,422,394,327.659,242.628,402.563,229.053,396.679,290.296,339.12,338.831,407.35,325.314
42,236,135,422,393,336.567,239.175,407.225,240.499,404.431,295.853,331.466,332.842,401.067,332.003
43,239,139,420,386,331.698,241.165,403.333,236.609,400.629,291.452,333.023,330.168,401.772,324.337
44,230,144,422,403,332.381,242.635,402.033,246.234,399.326,295.394,326.584,337.247,391.898,338.194
45,252,138,425,377,319.547,242.192,393.154,225.993,386.919,284.188,335.984,333.213,397.446,317.827
46,236,133,423,390,336.283,236.611,407.578,238.126,404.492,289.88,333.471,331.415,399.698,330.607
47,237,144,418,389,328.486,239.324,398.637,238.22,396.037,289.939,327.144,329.864,394.478,326.743
48,238,139,417,386,323.329,241.131,399.494,227.304,392.247,287.586,336.656,335.984,403.454,322.419
49,248,139,424,383,319.338,245.592,393.646,231.288,387.996,288.62,332.541,335.872,397.472,322.208
50,250,137,425,380,319.543,244.394,392.347,230.884,386.154,287.942,331.987,333.623,396.544,320.544
51,248,145,427,389,326.639,241.892,397.335,231.855,393.874,283.199,337.027,333.991,398.882,323.795
52,250,138,427,387,321.589,245.718,394.498,232.594,389.241,287.971,331.775,336.001,397.636,323.273
53,249,138,426,386,321.415,246.181,393.976,232.783,389.01,287.051,332.417,335.775,397.499,322.691
54,248,138,426,385,320.571,245.252,395.353,233.406,387.735,287.744,330.183,335.672,397.319,323.934
55,248,137,427,384,320.381,245.922,393.532,231.639,387.548,285.984,331.691,335.446,395.825,321.711
56,235,135,421,392,325.628,240.284,399.945,232.909,397.113,293.89,330.519,336.365,402.582,327.77
57,245,147,426,390,330.513,242.184,399.42,237.056,398.692,283.979,334.633,332.536,396.576,326.64
58,251,140,425,381,320.716,245.243,394.709,231.387,387.473,287.033,331.358,333.556,397.676,320.221
59,235,138,417,385,326.503,244.073,400.888,230.415,396.706,288.336,337.549,335.589,405.686,321.94
60,238,145,409,383,318.598,244.201,393.995,228.811,389.668,287.691,336.882,340.25,401.055,324.08
61,239,143,410,380,320.621,241.627,392.386,228.8,390.678,285.732,333.488,339.364,399.594,326.134
62,237,144,406,380,318.48,243.683,391.81,227.412,391.939,286.623,334.732,341.827,401.269,325.721
63,235,144,407,384,315.373,243.853,392.258,226.379,389.653,285.24,336.234,340.799,401.962,323.229
64,234,131,419,385,320.223,237.577,399.466,225.467,388.964,284.008,333.789,334.785,401.404,322.361
65,243,144,416,385,317.962,239.865,390.634,228.211,388.465,278.885,329.988,334.762,394.105,323.337
66,248,137,423,380,318.699,239.461,390.786,220.649,386.283,279.622,335.528,330.85,399.407,313.161
67,247,147,423,386,324.034,239.423,394.222,229.157,392.322,278.776,335.617,332.699,398.47,322.286
68,246,146,421,385,326.536,240.01,396.292,229.007,395.059,278.668,338.801,333.024,400.308,321.88
69,240,141,420,385,318.503,235.179,392.325,222.237,390.233,275.095,332.531,330.305,396.321,317.536
70,241,136,423,386,321.212,235.459,391.203,219.11,391.541,275.341,338.707,329.916,401.416,314.006
71,247,146,415,381,325.884,235.737,393.419,223.225,396.1,275.067,340.979,330.665,401.259,317.968
72,247,140,424,382,323.161,233.729,394.451,218.011,395.433,270.524,340.338,326.532,405.142,311.214
73,241,137,418,378,330.143,231.0,399.217,216.852,399.705,268.707,345.276,324.889,406.289,310.725
74,237,130,419,381,332.612,230.403,404.835,217.087,402.179,272.418,345.154,325.916,408.311,312.62
75,245,139,422,384,335.252,231.312,402.514,220.062,404.57,269.192,350.495,325.326,405.506,314.073
76,240,136,422,386,336.645,229.139,402.578,220.424,402.461,267.495,349.17,323.853,402.202,314.958
77,239,138,419,384,336.047,230.234,403.433,222.347,400.807,267.549,349.0,325.119,399.987,316.823
78,231,126,414,376,322.815,228.956,403.054,214.491,395.461,270.318,340.243,327.368,407.776,312.614
79,225,126,411,379,321.108,228.159,400.943,212.067,400.304,265.291,339.721,333.06,407.266,316.559
80,227,124,413,385,328.186,228.768,403.513,215.154,401.804,266.797,345.122,337.083,406.651,322.639
81,235,130,412,375,326.29,227.782,398.756,209.915,401.742,263.388,353.146,332.176,407.568,314.261
82,226,128,410,383,325.134,227.412,399.104,211.193,399.634,258.507,347.86,328.552,405.219,311.772
83,224,119,407,372,314.13,217.423,395.684,199.357,389.786,257.535,342.316,324.205,400.475,304.475
84,217,117,409,384,317.613,222.459,397.231,206.952,394.368,267.362,342.072,333.384,402.175,317.266
85,222,121,405,376,305.551,222.449,391.104,200.802,385.389,263.815,339.257,334.584,399.827,312.868
86,219,120,404,383,314.207,222.053,393.101,207.316,389.843,264.732,338.147,335.977,395.449,320.992
87,217,116,414,384,321.611,220.981,402.675,203.836,403.629,265.087,347.562,335.039,409.964,317.235
88,227,126,408,386,324.128,221.386,395.986,209.866,398.721,258.205,347.532,329.733,397.818,316.704
89,228,128,407,377,324.599,221.439,399.366,209.337,401.608,255.721,345.105,327.823,400.348,314.219
90,226,113,404,375,310.69,217.13,388.147,197.297,387.872,256.943,347.991,323.39,398.634,302.396
91,228,114,412,380,314.617,220.326,398.294,200.274,393.482,263.642,350.204,334.703,406.017,314.994
92,224,110,405,374,315.104,215.157,392.521,194.063,394.881,256.349,353.307,328.351,402.479,306.667
93,223,107,415,382,319.731,215.364,397.249,194.89,401.06,250.563,357.656,330.396,408.176,309.644
94,221,109,404,380,315.067,213.79,393.361,194.044,396.022,257.502,351.781,330.642,401.355,310.063
95,222,113,405,377,316.724,214.448,402.467,197.154,398.827,258.158,351.273,334.54,404.787,315.361
96,208,99,418,383,321.44,210.169,406.531,196.297,406.475,259.471,343.979,331.245,409.319,316.035
97,207,98,413,383,318.756,208.022,402.777,188.375,404.833,249.105,348.474,329.438,409.206,309.53
98,220,103,402,371,313.389,206.789,392.339,190.565,393.344,249.95,349.632,323.904,396.479,304.411
99,227,116,421,372,322.219,206.421,404.013,189.194,405.868,247.444,344.971,318.075,410.672,300.126
100,221,104,408,371,315.321,205.18,400.547,191.276,391.383,253.985,343.897,324.753,399.314,309.219
101,211,98,412,375,311.728,202.229,406.014,182.675,399.112,251.783,349.383,329.267,407.857,306.1
102,205,92,406,374,313.011,203.506,391.779,182.413,401.208,243.019,353.975,323.23,403.322,300.318
103,198,94,418,388,311.228,202.479,399.19,189.025,394.605,250.958,341.687,329.415,399.994,314.103
104,216,105,401,367,320.102,199.719,394.177,182.583,406.054,235.653,344.691,313.832,401.106,294.971
