frame,sx,sy,ex,ey,lx0,ly0,lx1,ly1,lx2,ly2,lx3,ly3,lx4,ly4
0,184,57,365,282,259.056,130.175,337.015,128.312,319.943,181.837,263.833,224.18,328.894,220.373
1,183,68,351,280,257.615,128.078,332.581,129.562,318.276,172.555,261.876,224.845,322.822,223.739
2,198,68,365,282,261.463,139.914,332.242,135.957,319.688,185.289,266.438,224.377,327.353,218.77
3,179,66,350,283,251.742,129.785,330.565,128.812,315.498,178.242,257.106,228.185,322.716,224.693
4,194,67,372,290,263.394,136.247,336.63,129.831,323.356,181.544,269.178,221.237,334.545,214.008
5,186,56,373,287,265.365,130.34,339.791,134.0,321.571,178.815,267.018,220.376,331.036,221.636
6,194,63,370,275,266.335,129.969,341.058,130.516,322.417,177.34,269.23,217.937,333.022,216.717
7,188,61,368,283,261.346,129.114,337.831,132.402,317.601,177.654,261.899,220.844,327.948,221.835
8,195,62,365,280,267.186,134.418,338.715,131.25,327.139,177.14,270.221,220.318,331.949,215.351
9,195,64,370,278,271.101,128.735,343.971,129.175,327.041,177.298,270.748,217.054,334.392,215.76
10,192,60,367,281,268.491,133.842,339.851,128.873,329.593,174.459,274.303,220.435,335.398,213.891
11,195,68,369,282,270.731,130.861,342.894,130.22,330.393,178.786,271.67,220.297,334.782,217.605
12,199,64,373,280,268.714,131.703,342.205,134.475,322.93,182.511,266.953,219.794,331.108,220.385
13,203,70,369,276,272.325,132.234,343.826,135.287,325.446,180.563,270.54,218.519,332.567,219.461
14,193,65,371,281,275.314,128.197,347.256,130.222,332.904,178.167,272.679,217.105,335.369,216.881
15,195,69,367,279,270.041,130.789,342.433,131.501,327.902,177.541,271.539,218.779,332.622,217.242
16,199,65,369,279,270.361,129.378,342.666,131.391,326.893,180.308,269.867,218.502,332.397,218.145
17,198,67,368,276,271.287,127.723,344.314,128.458,327.703,175.141,271.253,217.41,332.941,216.251
18,196,64,370,277,271.676,127.914,344.916,126.05,329.494,177.528,274.516,219.587,334.965,216.094
19,193,64,369,280,267.87,126.376,341.518,125.663,327.29,174.317,269.135,219.559,329.941,216.893
20,199,71,368,277,272.255,129.41,343.558,131.194,324.906,179.178,271.227,218.378,331.313,218.226
21,199,68,368,276,271.149,130.066,343.807,130.005,326.869,181.146,271.675,219.455,334.421,217.688
22,189,60,368,290,270.574,123.143,346.275,125.192,331.192,177.162,269.138,218.999,335.116,218.657
23,192,67,362,283,266.528,125.747,340.189,126.358,325.574,177.743,268.285,220.479,330.37,218.946
24,201,68,366,282,268.191,132.723,337.852,131.934,325.47,177.833,271.228,221.79,329.764,218.573
25,190,63,371,288,270.508,128.768,345.229,127.113,331.295,176.945,275.014,221.253,336.379,217.646
26,184,56,359,286,270.69,125.45,348.164,120.603,339.686,170.092,280.479,233.248,343.083,226.293
27,199,70,370,276,272.95,130.328,343.815,130.951,328.058,176.586,275.975,217.241,337.081,215.774
28,196,68,368,278,271.471,129.533,345.269,130.987,329.994,176.586,273.55,223.014,333.42,222.065
29,197,65,371,280,271.893,129.31,346.356,131.307,328.766,177.691,273.464,222.306,336.174,222.071
30,197,64,371,278,272.436,129.475,345.558,132.163,328.963,178.503,272.811,220.237,335.318,220.597
31,194,62,368,277,266.58,128.892,342.071,127.683,326.329,179.308,269.857,220.255,335.299,217.271
32,191,63,368,280,267.085,128.941,341.714,127.931,329.762,179.417,269.763,219.451,333.744,216.397
33,192,62,369,281,266.751,129.296,343.079,130.03,325.271,179.145,270.025,224.148,331.053,222.637
34,191,62,368,280,266.743,128.535,341.743,127.678,329.478,178.616,269.951,219.766,333.566,216.808
35,182,68,347,282,262.005,130.703,336.364,127.704,325.566,175.37,271.048,232.066,332.292,226.749
36,192,66,368,280,267.805,131.288,343.382,130.341,327.759,179.038,271.548,222.16,335.441,219.392
37,170,49,365,290,262.251,132.129,340.008,124.636,333.325,174.171,270.718,229.359,340.357,221.006
38,193,64,370,280,267.424,130.966,341.88,132.674,326.506,180.555,267.242,219.319,332.224,218.775
39,189,66,364,280,265.519,131.631,339.543,127.352,328.665,173.043,271.757,223.437,335.718,217.502
40,180,63,354,282,265.941,133.051,339.346,127.535,333.244,171.556,276.342,228.797,339.231,221.781
41,191,64,370,283,270.246,132.494,342.458,130.541,331.025,178.016,274.59,220.695,335.758,216.716
42,194,69,372,280,266.309,134.516,339.358,132.455,324.787,178.422,271.873,221.071,333.19,217.365
43,195,70,372,282,268.262,135.054,339.905,132.128,327.839,178.559,274.141,223.249,334.571,218.541
44,177,64,353,283,262.385,135.138,337.008,128.6,330.035,173.962,273.955,229.668,338.184,221.522
45,189,61,373,285,267.955,135.19,341.029,135.129,326.616,180.189,271.554,223.205,331.99,220.994
46,193,64,373,283,265.3,135.788,339.125,136.329,322.879,180.765,268.127,223.935,330.649,222.338
47,194,68,371,283,268.57,137.891,339.828,135.373,326.996,180.177,273.085,223.596,335.213,219.141
48,184,66,356,280,264.23,131.673,336.931,130.913,329.778,172.093,268.354,226.064,330.683,222.43
49,187,65,359,279,260.297,131.308,335.616,128.674,321.78,174.576,267.885,225.787,329.606,221.046
50,189,65,357,277,264.007,135.512,336.482,126.316,330.513,173.306,277.791,227.834,336.671,217.299
51,182,60,364,279,263.817,129.506,342.213,126.307,328.968,175.623,272.371,227.281,338.474,222.146
52,197,77,362,274,274.615,136.982,343.617,131.098,336.015,176.72,284.909,224.157,341.977,216.771
53,192,58,360,281,272.963,133.466,345.784,124.854,341.597,168.366,289.711,231.132,345.661,221.124
54,205,74,377,276,284.813,136.419,352.592,134.978,344.261,182.142,287.311,219.852,346.307,216.153
55,207,68,379,280,293.419,134.38,359.651,134.013,354.243,177.117,297.779,220.048,352.165,217.004
56,211,73,379,275,291.734,138.423,361.197,134.457,354.074,176.328,300.109,223.65,356.525,217.719
57,213,70,384,279,300.617,138.955,367.225,137.066,362.632,176.007,307.466,220.671,361.977,216.3
58,213,69,379,272,300.623,139.52,365.2,134.331,366.094,171.214,312.177,223.114,365.007,216.234
59,219,77,380,282,304.736,138.597,367.579,140.442,366.968,180.054,309.076,225.198,356.997,223.719
60,215,63,387,282,312.075,138.636,374.661,139.315,378.339,176.845,316.291,223.118,366.982,220.362
61,212,49,383,281,290.628,134.796,357.658,120.909,363.447,166.385,319.227,235.233,368.612,220.421
62,220,71,382,283,311.488,142.978,372.717,144.649,375.675,179.538,315.474,227.409,363.66,225.917
63,208,53,382,282,286.705,136.883,359.716,126.648,358.942,174.343,307.142,239.085,361.565,228.189
64,222,72,386,279,311.655,136.492,376.607,138.285,375.376,175.876,317.198,224.552,368.681,223.247
65,225,67,386,279,299.451,138.087,367.341,133.01,366.922,173.173,317.949,232.421,369.044,226.098
66,221,62,388,280,303.893,134.947,375.211,134.578,371.29,171.335,312.389,227.61,371.108,225.154
67,222,60,390,282,304.187,134.143,373.634,136.222,369.271,172.421,311.525,227.431,368.331,227.315
68,222,59,390,282,304.348,133.375,374.414,135.643,369.615,172.136,310.878,227.012,368.637,227.108
69,221,58,390,283,304.457,134.134,374.382,134.726,371.282,173.162,312.132,227.957,369.411,226.528
70,221,54,382,276,299.153,136.955,363.669,124.749,370.264,167.561,321.796,233.268,369.38,220.448
71,219,59,389,282,304.647,135.199,373.842,135.833,371.168,171.56,314.165,226.704,368.57,225.178
72,220,69,378,275,303.313,135.67,368.124,137.398,366.38,176.659,308.873,224.871,358.638,223.583
73,207,53,381,285,292.313,136.357,362.998,123.232,368.764,167.637,314.779,235.794,370.398,221.147
74,204,49,385,285,289.136,137.233,360.232,121.526,363.995,170.016,315.769,238.022,369.076,221.691
75,217,68,383,282,310.138,142.028,374.199,144.482,374.726,177.065,312.236,225.884,363.856,224.843
76,210,55,386,284,295.116,141.346,363.298,133.706,363.39,176.644,313.718,236.276,364.781,227.366
77,208,54,383,281,292.373,143.252,359.249,131.107,364.942,174.981,315.437,236.865,364.113,224.001
78,222,74,385,279,309.024,141.7,372.815,142.539,370.23,177.76,310.45,224.539,365.153,222.561
79,217,72,381,277,309.384,141.077,372.949,141.322,371.854,176.55,313.035,224.869,363.822,222.116
80,205,61,383,295,289.936,146.298,359.389,135.317,359.654,179.667,307.749,242.523,361.401,230.839
81,204,60,387,295,289.05,142.068,363.011,135.933,354.865,181.35,300.72,238.414,360.991,231.241
82,206,61,385,289,290.959,143.739,359.668,135.899,356.142,179.452,304.609,235.19,360.528,226.905
83,218,80,382,284,297.9,146.525,366.1,146.38,357.998,188.943,300.261,230.234,356.164,227.531
84,205,65,379,284,289.598,141.307,360.163,135.498,356.192,178.632,299.622,236.022,357.584,228.566
85,205,65,374,281,290.02,143.47,362.619,142.04,356.241,178.094,296.758,233.24,356.416,229.614
86,203,55,372,286,290.53,140.372,357.822,133.457,359.538,175.336,305.04,236.231,354.283,227.418
87,211,77,374,276,293.158,145.932,360.811,144.626,354.496,183.278,298.493,227.554,354.053,223.769
88,205,68,371,278,291.354,140.746,361.439,140.939,356.505,175.636,297.656,227.179,355.13,225.005
89,192,65,374,287,280.576,139.501,352.433,137.589,343.78,182.758,286.292,230.889,347.533,227.561
90,200,76,361,280,281.8,140.737,348.362,140.275,343.881,179.688,286.421,229.679,340.051,226.395
91,195,73,360,279,272.797,140.332,343.608,134.713,337.03,178.693,282.727,230.634,341.018,223.172
92,198,77,361,277,271.834,136.626,344.125,136.549,328.243,178.248,277.43,226.611,336.514,224.379
93,197,70,367,279,271.696,135.331,346.587,138.37,326.899,180.402,273.343,224.525,335.576,225.258
94,180,60,366,290,253.366,135.217,333.716,131.747,315.839,181.833,262.47,232.491,326.827,227.298
95,173,63,349,284,250.478,135.358,330.538,130.743,313.414,176.894,262.296,228.748,327.706,223.293
